cancer	id.cancer	sex	year	deaths
Prostate	C61	Male	2003	163004
Prostate	C61	Male	2004	153296
Prostate	C61	Male	2005	152021
Prostate	C61	Male	2006	164363
Prostate	C61	Male	2007	169879
Prostate	C61	Male	2008	174125
Prostate	C61	Male	2009	174247
Prostate	C61	Male	2010	176565
Stomach	C16	Female	1950	38685
Stomach	C16	Female	1951	44756
Stomach	C16	Female	1952	53250
Stomach	C16	Female	1953	56400
Stomach	C16	Female	1954	57968
Stomach	C16	Female	1955	65157
Stomach	C16	Female	1956	66026
Stomach	C16	Female	1957	65949
Stomach	C16	Female	1958	66537
Stomach	C16	Female	1959	69652
Stomach	C16	Female	1960	70953
Stomach	C16	Female	1961	70849
Stomach	C16	Female	1962	71362
Stomach	C16	Female	1963	75766
Stomach	C16	Female	1964	74794
Stomach	C16	Female	1965	74249
Stomach	C16	Female	1966	76087
Stomach	C16	Female	1967	75396
Stomach	C16	Female	1968	77107
Stomach	C16	Female	1969	78085
Stomach	C16	Female	1970	76089
Stomach	C16	Female	1971	73783
Stomach	C16	Female	1972	74745
Stomach	C16	Female	1973	86117
Stomach	C16	Female	1974	86072
Stomach	C16	Female	1975	85026
Stomach	C16	Female	1976	82934
Stomach	C16	Female	1977	84222
Stomach	C16	Female	1978	82092
Stomach	C16	Female	1979	70283
Stomach	C16	Female	1980	108788
Stomach	C16	Female	1981	119826
Stomach	C16	Female	1982	120087
Stomach	C16	Female	1983	104968
Stomach	C16	Female	1984	105077
Stomach	C16	Female	1985	121300
Stomach	C16	Female	1986	121381
Stomach	C16	Female	1987	127704
Stomach	C16	Female	1988	127392
Stomach	C16	Female	1989	127622
Stomach	C16	Female	1990	124773
Stomach	C16	Female	1991	123361
Stomach	C16	Female	1992	123049
Stomach	C16	Female	1993	119409
Stomach	C16	Female	1994	118016
Stomach	C16	Female	1995	116364
Stomach	C16	Female	1996	113240
Stomach	C16	Female	1997	110713
Stomach	C16	Female	1998	110105
Stomach	C16	Female	1999	111777
Stomach	C16	Female	2000	111230
Stomach	C16	Female	2001	100890
Stomach	C16	Female	2002	99662
Stomach	C16	Female	2003	98742
Stomach	C16	Female	2004	91125
Stomach	C16	Female	2005	88703
Stomach	C16	Female	2006	91832
Stomach	C16	Female	2007	92834
Stomach	C16	Female	2008	92153
Stomach	C16	Female	2009	90294
Stomach	C16	Female	2010	88320
Stomach	C16	Male	1950	57269
Stomach	C16	Male	1951	66228
Stomach	C16	Male	1952	76903
Stomach	C16	Male	1953	81236
Stomach	C16	Male	1954	83157
Stomach	C16	Male	1955	93283
Stomach	C16	Male	1956	93903
Stomach	C16	Male	1957	94963
Stomach	C16	Male	1958	95461
Stomach	C16	Male	1959	100579
Stomach	C16	Male	1960	101557
Stomach	C16	Male	1961	102767
Stomach	C16	Male	1962	102492
Stomach	C16	Male	1963	109238
Stomach	C16	Male	1964	108539
Stomach	C16	Male	1965	107193
Stomach	C16	Male	1966	110230
Stomach	C16	Male	1967	109525
Stomach	C16	Male	1968	111770
Stomach	C16	Male	1969	114735
Stomach	C16	Male	1970	111347
Stomach	C16	Male	1971	108156
Stomach	C16	Male	1972	108745
Stomach	C16	Male	1973	122493
Stomach	C16	Male	1974	121517
Stomach	C16	Male	1975	120753
Stomach	C16	Male	1976	119002
Stomach	C16	Male	1977	120587
Stomach	C16	Male	1978	116840
Stomach	C16	Male	1979	105950
Stomach	C16	Male	1980	148868
Stomach	C16	Male	1981	165066
Stomach	C16	Male	1982	165175
Stomach	C16	Male	1983	146585
Stomach	C16	Male	1984	147267
Stomach	C16	Male	1985	170764
Stomach	C16	Male	1986	172440
Stomach	C16	Male	1987	185757
Stomach	C16	Male	1988	185042
Stomach	C16	Male	1989	187516
Stomach	C16	Male	1990	184101
Stomach	C16	Male	1991	183128
Stomach	C16	Male	1992	183283
Stomach	C16	Male	1993	180879
Stomach	C16	Male	1994	179889
Stomach	C16	Male	1995	177641
Stomach	C16	Male	1996	174683
Stomach	C16	Male	1997	170005
Stomach	C16	Male	1998	170387
Stomach	C16	Male	1999	175086
Stomach	C16	Male	2000	173414
Stomach	C16	Male	2001	154627
Stomach	C16	Male	2002	154006
Stomach	C16	Male	2003	152977
Stomach	C16	Male	2004	142044
Stomach	C16	Male	2005	139165
Stomach	C16	Male	2006	143111
Stomach	C16	Male	2007	145567
Stomach	C16	Male	2008	144391
Stomach	C16	Male	2009	143065
Stomach	C16	Male	2010	139546
Testis	C62	Male	1955	1018
Testis	C62	Male	1956	867
Testis	C62	Male	1957	847
Testis	C62	Male	1958	1142
Testis	C62	Male	1959	1150
Testis	C62	Male	1960	1913
Testis	C62	Male	1961	1970
Testis	C62	Male	1962	1931
Testis	C62	Male	1963	1755
Testis	C62	Male	1964	1799
Testis	C62	Male	1965	1812
Testis	C62	Male	1966	2103
Testis	C62	Male	1967	2265
Testis	C62	Male	1968	1580
Testis	C62	Male	1969	1538
Testis	C62	Male	1970	1753
Testis	C62	Male	1971	1832
Testis	C62	Male	1972	1823
Testis	C62	Male	1973	1757
Testis	C62	Male	1974	1803
Testis	C62	Male	1975	1768
Testis	C62	Male	1976	2361
Testis	C62	Male	1977	1870
Testis	C62	Male	1978	1742
Testis	C62	Male	1979	2046
Testis	C62	Male	1980	2747
Testis	C62	Male	1981	2683
Testis	C62	Male	1982	2525
Testis	C62	Male	1983	2503
Testis	C62	Male	1984	2339
Testis	C62	Male	1985	2341
Testis	C62	Male	1986	2304
Testis	C62	Male	1987	2358
Testis	C62	Male	1988	2208
Testis	C62	Male	1989	2212
Testis	C62	Male	1990	2091
Testis	C62	Male	1991	2054
Testis	C62	Male	1992	1969
Testis	C62	Male	1993	2007
Testis	C62	Male	1994	1905
Testis	C62	Male	1995	1869
Testis	C62	Male	1996	2155
Testis	C62	Male	1997	2173
Testis	C62	Male	1998	2639
Testis	C62	Male	1999	2736
Testis	C62	Male	2000	2842
Testis	C62	Male	2001	2729
Testis	C62	Male	2002	2894
Testis	C62	Male	2003	2887
Testis	C62	Male	2004	2740
Testis	C62	Male	2005	2735
Testis	C62	Male	2006	2862
Testis	C62	Male	2007	2842
Testis	C62	Male	2008	2835
Testis	C62	Male	2009	2961
Testis	C62	Male	2010	2879
Thyroid	C73	Female	1955	2031
Thyroid	C73	Female	1956	1997
Thyroid	C73	Female	1957	1953
Thyroid	C73	Female	1958	2260
Thyroid	C73	Female	1959	2391
Thyroid	C73	Female	1960	2385
Thyroid	C73	Female	1961	2532
Thyroid	C73	Female	1962	2584
Thyroid	C73	Female	1963	2237
Thyroid	C73	Female	1964	2408
Thyroid	C73	Female	1965	2413
Thyroid	C73	Female	1966	2586
Thyroid	C73	Female	1967	2805
Thyroid	C73	Female	1968	2503
Thyroid	C73	Female	1969	2735
Thyroid	C73	Female	1970	3072
Thyroid	C73	Female	1971	3250
Thyroid	C73	Female	1972	3201
Thyroid	C73	Female	1973	3101
Thyroid	C73	Female	1974	3163
Thyroid	C73	Female	1975	3240
Thyroid	C73	Female	1976	3881
Thyroid	C73	Female	1977	3354
Thyroid	C73	Female	1978	2650
Thyroid	C73	Female	1979	3237
Thyroid	C73	Female	1980	3232
Thyroid	C73	Female	1981	3252
Thyroid	C73	Female	1982	3310
Thyroid	C73	Female	1983	4007
Thyroid	C73	Female	1984	3991
Thyroid	C73	Female	1985	3959
Thyroid	C73	Female	1986	4203
Thyroid	C73	Female	1987	4059
Thyroid	C73	Female	1988	4064
Thyroid	C73	Female	1989	4039
Thyroid	C73	Female	1990	4227
Thyroid	C73	Female	1991	4186
Thyroid	C73	Female	1992	4457
Thyroid	C73	Female	1993	4555
Thyroid	C73	Female	1994	4548
Thyroid	C73	Female	1995	4436
Thyroid	C73	Female	1996	4952
Thyroid	C73	Female	1997	5251
Thyroid	C73	Female	1998	5760
Thyroid	C73	Female	1999	6142
Thyroid	C73	Female	2000	6299
Thyroid	C73	Female	2001	6303
Thyroid	C73	Female	2002	6448
Thyroid	C73	Female	2003	6578
Thyroid	C73	Female	2004	5783
Thyroid	C73	Female	2005	6094
Thyroid	C73	Female	2006	6612
Thyroid	C73	Female	2007	6385
Thyroid	C73	Female	2008	6977
Thyroid	C73	Female	2009	6603
Thyroid	C73	Female	2010	6691
Thyroid	C73	Male	1955	896
Thyroid	C73	Male	1956	918
Thyroid	C73	Male	1957	967
Thyroid	C73	Male	1958	1045
Thyroid	C73	Male	1959	1036
Thyroid	C73	Male	1960	1160
Thyroid	C73	Male	1961	1143
Thyroid	C73	Male	1962	1188
Thyroid	C73	Male	1963	1089
Thyroid	C73	Male	1964	1129
Thyroid	C73	Male	1965	1117
Thyroid	C73	Male	1966	1244
Thyroid	C73	Male	1967	1271
Thyroid	C73	Male	1968	1298
Thyroid	C73	Male	1969	1325
Thyroid	C73	Male	1970	1428
Thyroid	C73	Male	1971	1515
Thyroid	C73	Male	1972	1469
Thyroid	C73	Male	1973	1420
Thyroid	C73	Male	1974	1509
Thyroid	C73	Male	1975	1439
Thyroid	C73	Male	1976	1820
Thyroid	C73	Male	1977	1600
Thyroid	C73	Male	1978	1213
Thyroid	C73	Male	1979	1496
Thyroid	C73	Male	1980	1523
Thyroid	C73	Male	1981	1537
Thyroid	C73	Male	1982	1550
Thyroid	C73	Male	1983	1824
Thyroid	C73	Male	1984	1876
Thyroid	C73	Male	1985	1962
Thyroid	C73	Male	1986	1970
Thyroid	C73	Male	1987	2039
Thyroid	C73	Male	1988	1996
Thyroid	C73	Male	1989	2001
Thyroid	C73	Male	1990	2014
Thyroid	C73	Male	1991	2081
Thyroid	C73	Male	1992	2150
Thyroid	C73	Male	1993	2124
Thyroid	C73	Male	1994	2217
Thyroid	C73	Male	1995	2328
Thyroid	C73	Male	1996	2518
Thyroid	C73	Male	1997	2696
Thyroid	C73	Male	1998	2910
Thyroid	C73	Male	1999	3226
Thyroid	C73	Male	2000	3267
Thyroid	C73	Male	2001	3320
Thyroid	C73	Male	2002	3352
Thyroid	C73	Male	2003	3533
Thyroid	C73	Male	2004	3128
Thyroid	C73	Male	2005	3104
Thyroid	C73	Male	2006	3488
Thyroid	C73	Male	2007	3581
Thyroid	C73	Male	2008	3761
Thyroid	C73	Male	2009	3804
Thyroid	C73	Male	2010	3761
Uterus	C53-55	Female	1955	29853
Uterus	C53-55	Female	1956	25570
Uterus	C53-55	Female	1957	25418
Uterus	C53-55	Female	1958	29918
Uterus	C53-55	Female	1959	30220
Uterus	C53-55	Female	1960	44903
Uterus	C53-55	Female	1961	46729
Uterus	C53-55	Female	1962	46984
Uterus	C53-55	Female	1963	42683
Uterus	C53-55	Female	1964	42763
Uterus	C53-55	Female	1965	42754
Uterus	C53-55	Female	1966	46367
Uterus	C53-55	Female	1967	50293
Uterus	C53-55	Female	1968	33603
Uterus	C53-55	Female	1969	33367
Uterus	C53-55	Female	1970	38072
Uterus	C53-55	Female	1971	41281
Uterus	C53-55	Female	1972	37871
Uterus	C53-55	Female	1973	37919
Uterus	C53-55	Female	1974	37306
Uterus	C53-55	Female	1975	33644
Uterus	C53-55	Female	1976	41456
Uterus	C53-55	Female	1977	33689
Uterus	C53-55	Female	1978	33992
Uterus	C53-55	Female	1979	52174
Uterus	C53-55	Female	1980	77201
Uterus	C53-55	Female	1981	85510
Uterus	C53-55	Female	1982	86045
Uterus	C53-55	Female	1983	77793
Uterus	C53-55	Female	1984	78123
Uterus	C53-55	Female	1985	89420
Uterus	C53-55	Female	1986	91479
Uterus	C53-55	Female	1987	91639
Uterus	C53-55	Female	1988	91836
Uterus	C53-55	Female	1989	91538
Uterus	C53-55	Female	1990	92444
Uterus	C53-55	Female	1991	89991
Uterus	C53-55	Female	1992	94207
Uterus	C53-55	Female	1993	94252
Uterus	C53-55	Female	1994	96472
Uterus	C53-55	Female	1995	95108
Uterus	C53-55	Female	1996	97467
Uterus	C53-55	Female	1997	94668
Uterus	C53-55	Female	1998	95998
Uterus	C53-55	Female	1999	100344
Uterus	C53-55	Female	2000	100407
Uterus	C53-55	Female	2001	98692
Uterus	C53-55	Female	2002	100012
Uterus	C53-55	Female	2003	100956
Uterus	C53-55	Female	2004	94823
Uterus	C53-55	Female	2005	94290
Uterus	C53-55	Female	2006	97885
Uterus	C53-55	Female	2007	97531
Uterus	C53-55	Female	2008	100460
Uterus	C53-55	Female	2009	99491
Uterus	C53-55	Female	2010	98235
