cancer	id.cancer	sex	year	deaths
Melanoma of skin	C43	Female	2010	15988
Melanoma of skin	C43	Male	1955	606
Melanoma of skin	C43	Male	1956	559
Melanoma of skin	C43	Male	1957	627
Melanoma of skin	C43	Male	1958	780
Melanoma of skin	C43	Male	1959	897
Melanoma of skin	C43	Male	1960	2119
Melanoma of skin	C43	Male	1961	2163
Melanoma of skin	C43	Male	1962	2325
Melanoma of skin	C43	Male	1963	2311
Melanoma of skin	C43	Male	1964	2483
Melanoma of skin	C43	Male	1965	2642
Melanoma of skin	C43	Male	1966	2639
Melanoma of skin	C43	Male	1967	3178
Melanoma of skin	C43	Male	1968	1787
Melanoma of skin	C43	Male	1969	1811
Melanoma of skin	C43	Male	1970	2041
Melanoma of skin	C43	Male	1971	1968
Melanoma of skin	C43	Male	1972	2049
Melanoma of skin	C43	Male	1973	2080
Melanoma of skin	C43	Male	1974	2181
Melanoma of skin	C43	Male	1975	2370
Melanoma of skin	C43	Male	1976	3143
Melanoma of skin	C43	Male	1977	2635
Melanoma of skin	C43	Male	1978	2723
Melanoma of skin	C43	Male	1979	6185
Melanoma of skin	C43	Male	1980	7298
Melanoma of skin	C43	Male	1981	7715
Melanoma of skin	C43	Male	1982	8143
Melanoma of skin	C43	Male	1983	8276
Melanoma of skin	C43	Male	1984	8797
Melanoma of skin	C43	Male	1985	9045
Melanoma of skin	C43	Male	1986	9573
Melanoma of skin	C43	Male	1987	10163
Melanoma of skin	C43	Male	1988	10254
Melanoma of skin	C43	Male	1989	10719
Melanoma of skin	C43	Male	1990	11018
Melanoma of skin	C43	Male	1991	11412
Melanoma of skin	C43	Male	1992	11663
Melanoma of skin	C43	Male	1993	12237
Melanoma of skin	C43	Male	1994	12541
Melanoma of skin	C43	Male	1995	12860
Melanoma of skin	C43	Male	1996	13145
Melanoma of skin	C43	Male	1997	12986
Melanoma of skin	C43	Male	1998	13706
Melanoma of skin	C43	Male	1999	15136
Melanoma of skin	C43	Male	2000	15772
Melanoma of skin	C43	Male	2001	16435
Melanoma of skin	C43	Male	2002	16387
Melanoma of skin	C43	Male	2003	17291
Melanoma of skin	C43	Male	2004	16620
Melanoma of skin	C43	Male	2005	16902
Melanoma of skin	C43	Male	2006	19067
Melanoma of skin	C43	Male	2007	19855
Melanoma of skin	C43	Male	2008	20691
Melanoma of skin	C43	Male	2009	21522
Melanoma of skin	C43	Male	2010	22044
Mesothelioma	C45	Female	1994	31
Mesothelioma	C45	Female	1995	182
Mesothelioma	C45	Female	1996	362
Mesothelioma	C45	Female	1997	430
Mesothelioma	C45	Female	1998	822
Mesothelioma	C45	Female	1999	1696
Mesothelioma	C45	Female	2000	1738
Mesothelioma	C45	Female	2001	2067
Mesothelioma	C45	Female	2002	2080
Mesothelioma	C45	Female	2003	2520
Mesothelioma	C45	Female	2004	2155
Mesothelioma	C45	Female	2005	2134
Mesothelioma	C45	Female	2006	2727
Mesothelioma	C45	Female	2007	2793
Mesothelioma	C45	Female	2008	2940
Mesothelioma	C45	Female	2009	2919
Mesothelioma	C45	Female	2010	3073
Mesothelioma	C45	Male	1994	87
Mesothelioma	C45	Male	1995	444
Mesothelioma	C45	Male	1996	1089
Mesothelioma	C45	Male	1997	1349
Mesothelioma	C45	Male	1998	2501
Mesothelioma	C45	Male	1999	5252
Mesothelioma	C45	Male	2000	6038
Mesothelioma	C45	Male	2001	7721
Mesothelioma	C45	Male	2002	8134
Mesothelioma	C45	Male	2003	8980
Mesothelioma	C45	Male	2004	8513
Mesothelioma	C45	Male	2005	8109
Mesothelioma	C45	Male	2006	9818
Mesothelioma	C45	Male	2007	10039
Mesothelioma	C45	Male	2008	10445
Mesothelioma	C45	Male	2009	10816
Mesothelioma	C45	Male	2010	10941
Multiple myeloma	C88+C90	Female	1955	746
Multiple myeloma	C88+C90	Female	1956	624
Multiple myeloma	C88+C90	Female	1957	701
Multiple myeloma	C88+C90	Female	1958	1164
Multiple myeloma	C88+C90	Female	1959	1303
Multiple myeloma	C88+C90	Female	1960	2757
Multiple myeloma	C88+C90	Female	1961	2847
Multiple myeloma	C88+C90	Female	1962	3004
Multiple myeloma	C88+C90	Female	1963	2807
Multiple myeloma	C88+C90	Female	1964	3553
Multiple myeloma	C88+C90	Female	1965	3619
Multiple myeloma	C88+C90	Female	1966	3288
Multiple myeloma	C88+C90	Female	1967	4277
Multiple myeloma	C88+C90	Female	1968	4442
Multiple myeloma	C88+C90	Female	1969	4712
Multiple myeloma	C88+C90	Female	1970	5038
Multiple myeloma	C88+C90	Female	1971	5442
Multiple myeloma	C88+C90	Female	1972	5588
Multiple myeloma	C88+C90	Female	1973	6011
Multiple myeloma	C88+C90	Female	1974	3865
Multiple myeloma	C88+C90	Female	1975	6442
Multiple myeloma	C88+C90	Female	1976	7908
Multiple myeloma	C88+C90	Female	1977	7232
Multiple myeloma	C88+C90	Female	1978	4637
Multiple myeloma	C88+C90	Female	1979	7969
Multiple myeloma	C88+C90	Female	1980	8286
Multiple myeloma	C88+C90	Female	1981	8561
Multiple myeloma	C88+C90	Female	1982	8953
Multiple myeloma	C88+C90	Female	1983	9924
Multiple myeloma	C88+C90	Female	1984	10655
Multiple myeloma	C88+C90	Female	1985	11205
Multiple myeloma	C88+C90	Female	1986	11674
Multiple myeloma	C88+C90	Female	1987	11955
Multiple myeloma	C88+C90	Female	1988	12683
Multiple myeloma	C88+C90	Female	1989	13038
Multiple myeloma	C88+C90	Female	1990	13262
Multiple myeloma	C88+C90	Female	1991	13482
Multiple myeloma	C88+C90	Female	1992	13698
Multiple myeloma	C88+C90	Female	1993	14678
Multiple myeloma	C88+C90	Female	1994	14980
Multiple myeloma	C88+C90	Female	1995	15715
Multiple myeloma	C88+C90	Female	1996	16383
Multiple myeloma	C88+C90	Female	1997	16968
Multiple myeloma	C88+C90	Female	1998	18194
Multiple myeloma	C88+C90	Female	1999	20437
Multiple myeloma	C88+C90	Female	2000	20977
Multiple myeloma	C88+C90	Female	2001	21300
Multiple myeloma	C88+C90	Female	2002	21804
Multiple myeloma	C88+C90	Female	2003	22548
Multiple myeloma	C88+C90	Female	2004	20612
Multiple myeloma	C88+C90	Female	2005	20580
Multiple myeloma	C88+C90	Female	2006	22508
Multiple myeloma	C88+C90	Female	2007	23090
Multiple myeloma	C88+C90	Female	2008	23169
Multiple myeloma	C88+C90	Female	2009	23282
Multiple myeloma	C88+C90	Female	2010	23824
Multiple myeloma	C88+C90	Male	1951	0
Multiple myeloma	C88+C90	Male	1955	818
Multiple myeloma	C88+C90	Male	1956	779
Multiple myeloma	C88+C90	Male	1957	837
Multiple myeloma	C88+C90	Male	1958	1315
Multiple myeloma	C88+C90	Male	1959	1478
Multiple myeloma	C88+C90	Male	1960	3258
Multiple myeloma	C88+C90	Male	1961	3511
Multiple myeloma	C88+C90	Male	1962	3578
Multiple myeloma	C88+C90	Male	1963	3303
Multiple myeloma	C88+C90	Male	1964	3912
Multiple myeloma	C88+C90	Male	1965	3993
Multiple myeloma	C88+C90	Male	1966	3933
Multiple myeloma	C88+C90	Male	1967	4709
Multiple myeloma	C88+C90	Male	1968	4963
Multiple myeloma	C88+C90	Male	1969	5006
Multiple myeloma	C88+C90	Male	1970	5343
Multiple myeloma	C88+C90	Male	1971	5783
Multiple myeloma	C88+C90	Male	1972	5997
Multiple myeloma	C88+C90	Male	1973	6241
Multiple myeloma	C88+C90	Male	1974	4012
Multiple myeloma	C88+C90	Male	1975	6948
Multiple myeloma	C88+C90	Male	1976	8161
Multiple myeloma	C88+C90	Male	1977	7632
Multiple myeloma	C88+C90	Male	1978	4883
Multiple myeloma	C88+C90	Male	1979	8217
Multiple myeloma	C88+C90	Male	1980	8558
Multiple myeloma	C88+C90	Male	1981	8658
Multiple myeloma	C88+C90	Male	1982	9003
Multiple myeloma	C88+C90	Male	1983	10119
Multiple myeloma	C88+C90	Male	1984	10454
Multiple myeloma	C88+C90	Male	1985	11253
Multiple myeloma	C88+C90	Male	1986	11561
Multiple myeloma	C88+C90	Male	1987	12230
Multiple myeloma	C88+C90	Male	1988	12312
Multiple myeloma	C88+C90	Male	1989	12887
Multiple myeloma	C88+C90	Male	1990	13172
Multiple myeloma	C88+C90	Male	1991	13274
Multiple myeloma	C88+C90	Male	1992	13626
Multiple myeloma	C88+C90	Male	1993	14428
Multiple myeloma	C88+C90	Male	1994	14852
Multiple myeloma	C88+C90	Male	1995	15642
Multiple myeloma	C88+C90	Male	1996	16389
Multiple myeloma	C88+C90	Male	1997	17418
Multiple myeloma	C88+C90	Male	1998	18474
Multiple myeloma	C88+C90	Male	1999	20198
Multiple myeloma	C88+C90	Male	2000	20987
Multiple myeloma	C88+C90	Male	2001	21310
Multiple myeloma	C88+C90	Male	2002	22385
Multiple myeloma	C88+C90	Male	2003	22922
Multiple myeloma	C88+C90	Male	2004	21331
Multiple myeloma	C88+C90	Male	2005	21273
Multiple myeloma	C88+C90	Male	2006	23332
Multiple myeloma	C88+C90	Male	2007	24311
Multiple myeloma	C88+C90	Male	2008	24758
Multiple myeloma	C88+C90	Male	2009	24943
Multiple myeloma	C88+C90	Male	2010	25355
Non-Hodgkin lymphoma	C82-85,C96	Female	1955	1824
Non-Hodgkin lymphoma	C82-85,C96	Female	1956	1749
Non-Hodgkin lymphoma	C82-85,C96	Female	1957	1916
Non-Hodgkin lymphoma	C82-85,C96	Female	1958	2587
Non-Hodgkin lymphoma	C82-85,C96	Female	1959	2666
Non-Hodgkin lymphoma	C82-85,C96	Female	1960	5604
Non-Hodgkin lymphoma	C82-85,C96	Female	1961	6113
Non-Hodgkin lymphoma	C82-85,C96	Female	1962	6299
Non-Hodgkin lymphoma	C82-85,C96	Female	1963	6076
Non-Hodgkin lymphoma	C82-85,C96	Female	1964	6335
Non-Hodgkin lymphoma	C82-85,C96	Female	1965	6488
Non-Hodgkin lymphoma	C82-85,C96	Female	1966	7187
Non-Hodgkin lymphoma	C82-85,C96	Female	1967	8277
Non-Hodgkin lymphoma	C82-85,C96	Female	1968	4292
Non-Hodgkin lymphoma	C82-85,C96	Female	1969	4551
Non-Hodgkin lymphoma	C82-85,C96	Female	1970	4744
Non-Hodgkin lymphoma	C82-85,C96	Female	1971	5174
Non-Hodgkin lymphoma	C82-85,C96	Female	1972	5290
Non-Hodgkin lymphoma	C82-85,C96	Female	1973	5480
Non-Hodgkin lymphoma	C82-85,C96	Female	1974	5573
Non-Hodgkin lymphoma	C82-85,C96	Female	1975	5455
Non-Hodgkin lymphoma	C82-85,C96	Female	1976	6653
Non-Hodgkin lymphoma	C82-85,C96	Female	1977	5957
Non-Hodgkin lymphoma	C82-85,C96	Female	1978	6283
Non-Hodgkin lymphoma	C82-85,C96	Female	1979	12377
Non-Hodgkin lymphoma	C82-85,C96	Female	1980	13404
Non-Hodgkin lymphoma	C82-85,C96	Female	1981	13980
Non-Hodgkin lymphoma	C82-85,C96	Female	1982	14566
Non-Hodgkin lymphoma	C82-85,C96	Female	1983	16598
Non-Hodgkin lymphoma	C82-85,C96	Female	1984	17739
Non-Hodgkin lymphoma	C82-85,C96	Female	1985	18415
Non-Hodgkin lymphoma	C82-85,C96	Female	1986	20006
Non-Hodgkin lymphoma	C82-85,C96	Female	1987	20839
Non-Hodgkin lymphoma	C82-85,C96	Female	1988	21780
Non-Hodgkin lymphoma	C82-85,C96	Female	1989	22692
Non-Hodgkin lymphoma	C82-85,C96	Female	1990	23219
Non-Hodgkin lymphoma	C82-85,C96	Female	1991	24903
Non-Hodgkin lymphoma	C82-85,C96	Female	1992	25648
Non-Hodgkin lymphoma	C82-85,C96	Female	1993	26627
Non-Hodgkin lymphoma	C82-85,C96	Female	1994	28201
Non-Hodgkin lymphoma	C82-85,C96	Female	1995	29450
Non-Hodgkin lymphoma	C82-85,C96	Female	1996	31039
Non-Hodgkin lymphoma	C82-85,C96	Female	1997	33487
Non-Hodgkin lymphoma	C82-85,C96	Female	1998	34933
Non-Hodgkin lymphoma	C82-85,C96	Female	1999	37461
Non-Hodgkin lymphoma	C82-85,C96	Female	2000	38436
Non-Hodgkin lymphoma	C82-85,C96	Female	2001	38052
Non-Hodgkin lymphoma	C82-85,C96	Female	2002	38469
Non-Hodgkin lymphoma	C82-85,C96	Female	2003	38575
Non-Hodgkin lymphoma	C82-85,C96	Female	2004	35705
Non-Hodgkin lymphoma	C82-85,C96	Female	2005	35490
Non-Hodgkin lymphoma	C82-85,C96	Female	2006	38474
Non-Hodgkin lymphoma	C82-85,C96	Female	2007	38779
Non-Hodgkin lymphoma	C82-85,C96	Female	2008	40018
Non-Hodgkin lymphoma	C82-85,C96	Female	2009	40001
Non-Hodgkin lymphoma	C82-85,C96	Female	2010	40158
Non-Hodgkin lymphoma	C82-85,C96	Male	1955	2609
Non-Hodgkin lymphoma	C82-85,C96	Male	1956	2684
Non-Hodgkin lymphoma	C82-85,C96	Male	1957	2931
Non-Hodgkin lymphoma	C82-85,C96	Male	1958	3785
Non-Hodgkin lymphoma	C82-85,C96	Male	1959	4039
Non-Hodgkin lymphoma	C82-85,C96	Male	1960	8145
Non-Hodgkin lymphoma	C82-85,C96	Male	1961	8633
Non-Hodgkin lymphoma	C82-85,C96	Male	1962	8752
Non-Hodgkin lymphoma	C82-85,C96	Male	1963	8443
Non-Hodgkin lymphoma	C82-85,C96	Male	1964	8709
Non-Hodgkin lymphoma	C82-85,C96	Male	1965	9041
Non-Hodgkin lymphoma	C82-85,C96	Male	1966	9873
Non-Hodgkin lymphoma	C82-85,C96	Male	1967	11356
Non-Hodgkin lymphoma	C82-85,C96	Male	1968	6212
Non-Hodgkin lymphoma	C82-85,C96	Male	1969	6199
Non-Hodgkin lymphoma	C82-85,C96	Male	1970	6615
Non-Hodgkin lymphoma	C82-85,C96	Male	1971	7286
Non-Hodgkin lymphoma	C82-85,C96	Male	1972	7385
Non-Hodgkin lymphoma	C82-85,C96	Male	1973	7304
Non-Hodgkin lymphoma	C82-85,C96	Male	1974	7624
Non-Hodgkin lymphoma	C82-85,C96	Male	1975	7391
Non-Hodgkin lymphoma	C82-85,C96	Male	1976	8889
Non-Hodgkin lymphoma	C82-85,C96	Male	1977	7922
Non-Hodgkin lymphoma	C82-85,C96	Male	1978	8494
Non-Hodgkin lymphoma	C82-85,C96	Male	1979	15218
Non-Hodgkin lymphoma	C82-85,C96	Male	1980	16024
Non-Hodgkin lymphoma	C82-85,C96	Male	1981	16117
Non-Hodgkin lymphoma	C82-85,C96	Male	1982	17261
Non-Hodgkin lymphoma	C82-85,C96	Male	1983	19536
Non-Hodgkin lymphoma	C82-85,C96	Male	1984	20189
Non-Hodgkin lymphoma	C82-85,C96	Male	1985	21614
Non-Hodgkin lymphoma	C82-85,C96	Male	1986	23259
Non-Hodgkin lymphoma	C82-85,C96	Male	1987	23874
Non-Hodgkin lymphoma	C82-85,C96	Male	1988	24444
Non-Hodgkin lymphoma	C82-85,C96	Male	1989	25824
Non-Hodgkin lymphoma	C82-85,C96	Male	1990	26720
Non-Hodgkin lymphoma	C82-85,C96	Male	1991	27828
Non-Hodgkin lymphoma	C82-85,C96	Male	1992	29008
Non-Hodgkin lymphoma	C82-85,C96	Male	1993	29453
Non-Hodgkin lymphoma	C82-85,C96	Male	1994	31594
Non-Hodgkin lymphoma	C82-85,C96	Male	1995	33254
Non-Hodgkin lymphoma	C82-85,C96	Male	1996	35756
Non-Hodgkin lymphoma	C82-85,C96	Male	1997	38131
Non-Hodgkin lymphoma	C82-85,C96	Male	1998	39515
Non-Hodgkin lymphoma	C82-85,C96	Male	1999	42847
Non-Hodgkin lymphoma	C82-85,C96	Male	2000	44220
Non-Hodgkin lymphoma	C82-85,C96	Male	2001	44410
Non-Hodgkin lymphoma	C82-85,C96	Male	2002	44444
Non-Hodgkin lymphoma	C82-85,C96	Male	2003	44806
Non-Hodgkin lymphoma	C82-85,C96	Male	2004	41546
Non-Hodgkin lymphoma	C82-85,C96	Male	2005	41436
Non-Hodgkin lymphoma	C82-85,C96	Male	2006	44842
Non-Hodgkin lymphoma	C82-85,C96	Male	2007	46391
Non-Hodgkin lymphoma	C82-85,C96	Male	2008	47470
Non-Hodgkin lymphoma	C82-85,C96	Male	2009	47577
Non-Hodgkin lymphoma	C82-85,C96	Male	2010	47683
Oesophagus	C15	Female	1950	3449
Oesophagus	C15	Female	1951	3530
Oesophagus	C15	Female	1952	4297
Oesophagus	C15	Female	1953	4523
Oesophagus	C15	Female	1954	4666
Oesophagus	C15	Female	1955	5258
Oesophagus	C15	Female	1956	5407
Oesophagus	C15	Female	1957	5520
Oesophagus	C15	Female	1958	5519
Oesophagus	C15	Female	1959	5879
Oesophagus	C15	Female	1960	6023
Oesophagus	C15	Female	1961	6223
Oesophagus	C15	Female	1962	6301
Oesophagus	C15	Female	1963	6600
Oesophagus	C15	Female	1964	7007
Oesophagus	C15	Female	1965	6949
Oesophagus	C15	Female	1966	7576
Oesophagus	C15	Female	1967	7736
Oesophagus	C15	Female	1968	8204
Oesophagus	C15	Female	1969	8389
Oesophagus	C15	Female	1970	8379
Oesophagus	C15	Female	1971	8105
Oesophagus	C15	Female	1972	8008
Oesophagus	C15	Female	1973	8938
Oesophagus	C15	Female	1974	9216
Oesophagus	C15	Female	1975	9338
Oesophagus	C15	Female	1976	9512
Oesophagus	C15	Female	1977	10089
Oesophagus	C15	Female	1978	10380
Oesophagus	C15	Female	1979	10054
Oesophagus	C15	Female	1980	13959
Oesophagus	C15	Female	1981	16096
Oesophagus	C15	Female	1982	17154
Oesophagus	C15	Female	1983	14282
Oesophagus	C15	Female	1984	14640
Oesophagus	C15	Female	1985	17586
Oesophagus	C15	Female	1986	18290
Oesophagus	C15	Female	1987	22823
Oesophagus	C15	Female	1988	23989
Oesophagus	C15	Female	1989	24658
Oesophagus	C15	Female	1990	23873
Oesophagus	C15	Female	1991	23740
Oesophagus	C15	Female	1992	23937
Oesophagus	C15	Female	1993	24810
Oesophagus	C15	Female	1994	24868
Oesophagus	C15	Female	1995	24491
Oesophagus	C15	Female	1996	24637
Oesophagus	C15	Female	1997	23901
Oesophagus	C15	Female	1998	23964
Oesophagus	C15	Female	1999	25025
Oesophagus	C15	Female	2000	24536
Oesophagus	C15	Female	2001	20386
Oesophagus	C15	Female	2002	20578
Oesophagus	C15	Female	2003	20696
Oesophagus	C15	Female	2004	20109
Oesophagus	C15	Female	2005	19348
Oesophagus	C15	Female	2006	19828
Oesophagus	C15	Female	2007	20091
Oesophagus	C15	Female	2008	19767
Oesophagus	C15	Female	2009	19971
Oesophagus	C15	Female	2010	20188
Oesophagus	C15	Male	1950	10251
Oesophagus	C15	Male	1951	9248
Oesophagus	C15	Male	1952	12605
Oesophagus	C15	Male	1953	12989
Oesophagus	C15	Male	1954	13110
Oesophagus	C15	Male	1955	14402
Oesophagus	C15	Male	1956	14846
Oesophagus	C15	Male	1957	15363
Oesophagus	C15	Male	1958	15555
Oesophagus	C15	Male	1959	16609
Oesophagus	C15	Male	1960	17059
Oesophagus	C15	Male	1961	17553
Oesophagus	C15	Male	1962	18284
Oesophagus	C15	Male	1963	18885
Oesophagus	C15	Male	1964	19694
Oesophagus	C15	Male	1965	19803
Oesophagus	C15	Male	1966	21789
Oesophagus	C15	Male	1967	22157
Oesophagus	C15	Male	1968	23213
Oesophagus	C15	Male	1969	23386
Oesophagus	C15	Male	1970	23797
Oesophagus	C15	Male	1971	22955
Oesophagus	C15	Male	1972	23362
Oesophagus	C15	Male	1973	25472
Oesophagus	C15	Male	1974	26266
Oesophagus	C15	Male	1975	26931
Oesophagus	C15	Male	1976	27225
Oesophagus	C15	Male	1977	29144
Oesophagus	C15	Male	1978	29538
Oesophagus	C15	Male	1979	29840
Oesophagus	C15	Male	1980	36084
Oesophagus	C15	Male	1981	40557
Oesophagus	C15	Male	1982	42886
Oesophagus	C15	Male	1983	39168
Oesophagus	C15	Male	1984	40296
Oesophagus	C15	Male	1985	47194
Oesophagus	C15	Male	1986	48126
Oesophagus	C15	Male	1987	59021
Oesophagus	C15	Male	1988	60216
Oesophagus	C15	Male	1989	63058
Oesophagus	C15	Male	1990	63066
Oesophagus	C15	Male	1991	64266
Oesophagus	C15	Male	1992	65491
Oesophagus	C15	Male	1993	68007
Oesophagus	C15	Male	1994	68971
Oesophagus	C15	Male	1995	68494
Oesophagus	C15	Male	1996	69070
Oesophagus	C15	Male	1997	68810
Oesophagus	C15	Male	1998	69250
Oesophagus	C15	Male	1999	71923
Oesophagus	C15	Male	2000	72206
Oesophagus	C15	Male	2001	63129
Oesophagus	C15	Male	2002	64444
Oesophagus	C15	Male	2003	65744
Oesophagus	C15	Male	2004	63030
Oesophagus	C15	Male	2005	63149
Oesophagus	C15	Male	2006	65167
Oesophagus	C15	Male	2007	66017
Oesophagus	C15	Male	2008	66505
Oesophagus	C15	Male	2009	66804
Oesophagus	C15	Male	2010	67326
Ovary	C56	Female	1979	25113
Ovary	C56	Female	1980	26007
Ovary	C56	Female	1981	25932
Ovary	C56	Female	1982	26858
Ovary	C56	Female	1983	33475
Ovary	C56	Female	1984	35237
Ovary	C56	Female	1985	35028
Ovary	C56	Female	1986	31491
Ovary	C56	Female	1987	33116
Ovary	C56	Female	1988	33747
Ovary	C56	Female	1989	33764
Ovary	C56	Female	1990	40377
Ovary	C56	Female	1991	41325
Ovary	C56	Female	1992	41773
Ovary	C56	Female	1993	42069
Ovary	C56	Female	1994	44063
Ovary	C56	Female	1995	44556
Ovary	C56	Female	1996	47183
Ovary	C56	Female	1997	50624
Ovary	C56	Female	1998	52424
Ovary	C56	Female	1999	56085
Ovary	C56	Female	2000	57725
Ovary	C56	Female	2001	58720
Ovary	C56	Female	2002	60247
Ovary	C56	Female	2003	60795
Ovary	C56	Female	2004	57062
Ovary	C56	Female	2005	57317
Ovary	C56	Female	2006	61849
Ovary	C56	Female	2007	61902
Ovary	C56	Female	2008	63661
Ovary	C56	Female	2009	63027
Ovary	C56	Female	2010	63148
Pancreas	C25	Female	1955	10950
Pancreas	C25	Female	1956	9900
Pancreas	C25	Female	1957	10131
Pancreas	C25	Female	1958	12684
Pancreas	C25	Female	1959	13118
Pancreas	C25	Female	1960	13710
Pancreas	C25	Female	1961	14513
Pancreas	C25	Female	1962	15538
Pancreas	C25	Female	1963	13755
Pancreas	C25	Female	1964	14177
Pancreas	C25	Female	1965	15056
Pancreas	C25	Female	1966	16187
Pancreas	C25	Female	1967	19525
Pancreas	C25	Female	1968	19714
Pancreas	C25	Female	1969	19878
Pancreas	C25	Female	1970	21519
Pancreas	C25	Female	1971	22455
Pancreas	C25	Female	1972	22506
Pancreas	C25	Female	1973	23128
Pancreas	C25	Female	1974	24243
Pancreas	C25	Female	1975	24675
Pancreas	C25	Female	1976	29088
Pancreas	C25	Female	1977	25605
Pancreas	C25	Female	1978	16898
Pancreas	C25	Female	1979	27904
Pancreas	C25	Female	1980	35420
Pancreas	C25	Female	1981	35822
Pancreas	C25	Female	1982	37138
Pancreas	C25	Female	1983	38290
Pancreas	C25	Female	1984	39501
Pancreas	C25	Female	1985	40994
Pancreas	C25	Female	1986	43297
Pancreas	C25	Female	1987	44757
Pancreas	C25	Female	1988	45440
Pancreas	C25	Female	1989	46851
Pancreas	C25	Female	1990	47701
Pancreas	C25	Female	1991	48825
Pancreas	C25	Female	1992	49587
Pancreas	C25	Female	1993	51494
Pancreas	C25	Female	1994	52435
Pancreas	C25	Female	1995	52943
Pancreas	C25	Female	1996	56365
Pancreas	C25	Female	1997	58484
Pancreas	C25	Female	1998	61310
Pancreas	C25	Female	1999	71349
Pancreas	C25	Female	2000	74158
Pancreas	C25	Female	2001	75980
Pancreas	C25	Female	2002	77985
Pancreas	C25	Female	2003	79908
Pancreas	C25	Female	2004	76813
Pancreas	C25	Female	2005	80389
Pancreas	C25	Female	2006	88238
Pancreas	C25	Female	2007	91892
Pancreas	C25	Female	2008	95336
Pancreas	C25	Female	2009	96837
Pancreas	C25	Female	2010	99274
Pancreas	C25	Male	1950	3
Pancreas	C25	Male	1951	2
Pancreas	C25	Male	1955	14239
Pancreas	C25	Male	1956	13083
Pancreas	C25	Male	1957	13570
Pancreas	C25	Male	1958	16412
Pancreas	C25	Male	1959	17236
Pancreas	C25	Male	1960	17854
Pancreas	C25	Male	1961	19175
Pancreas	C25	Male	1962	19899
Pancreas	C25	Male	1963	17898
Pancreas	C25	Male	1964	18767
Pancreas	C25	Male	1965	19428
Pancreas	C25	Male	1966	20640
Pancreas	C25	Male	1967	24674
Pancreas	C25	Male	1968	25243
Pancreas	C25	Male	1969	25181
Pancreas	C25	Male	1970	26966
Pancreas	C25	Male	1971	27955
Pancreas	C25	Male	1972	27596
Pancreas	C25	Male	1973	28433
Pancreas	C25	Male	1974	29081
Pancreas	C25	Male	1975	29566
Pancreas	C25	Male	1976	34076
Pancreas	C25	Male	1977	30664
Pancreas	C25	Male	1978	20470
Pancreas	C25	Male	1979	32717
Pancreas	C25	Male	1980	39917
Pancreas	C25	Male	1981	40438
Pancreas	C25	Male	1982	40866
Pancreas	C25	Male	1983	41739
Pancreas	C25	Male	1984	42727
Pancreas	C25	Male	1985	44576
Pancreas	C25	Male	1986	45764
Pancreas	C25	Male	1987	47388
Pancreas	C25	Male	1988	48074
Pancreas	C25	Male	1989	49082
Pancreas	C25	Male	1990	49645
Pancreas	C25	Male	1991	50687
Pancreas	C25	Male	1992	51438
Pancreas	C25	Male	1993	52820
Pancreas	C25	Male	1994	53948
Pancreas	C25	Male	1995	54366
Pancreas	C25	Male	1996	57882
Pancreas	C25	Male	1997	59818
Pancreas	C25	Male	1998	63195
Pancreas	C25	Male	1999	73494
Pancreas	C25	Male	2000	75946
Pancreas	C25	Male	2001	77347
Pancreas	C25	Male	2002	80271
Pancreas	C25	Male	2003	82020
Pancreas	C25	Male	2004	79577
Pancreas	C25	Male	2005	83014
Pancreas	C25	Male	2006	90237
Pancreas	C25	Male	2007	94185
Pancreas	C25	Male	2008	98024
Pancreas	C25	Male	2009	99351
Pancreas	C25	Male	2010	101182
Prostate	C61	Male	1950	19710
Prostate	C61	Male	1951	20826
Prostate	C61	Male	1952	24932
Prostate	C61	Male	1953	26617
Prostate	C61	Male	1954	28831
Prostate	C61	Male	1955	31859
Prostate	C61	Male	1956	33743
Prostate	C61	Male	1957	34635
Prostate	C61	Male	1958	35551
Prostate	C61	Male	1959	36265
Prostate	C61	Male	1960	37939
Prostate	C61	Male	1961	39042
Prostate	C61	Male	1962	40705
Prostate	C61	Male	1963	43102
Prostate	C61	Male	1964	43530
Prostate	C61	Male	1965	44427
Prostate	C61	Male	1966	46215
Prostate	C61	Male	1967	47439
Prostate	C61	Male	1968	50325
Prostate	C61	Male	1969	51486
Prostate	C61	Male	1970	52175
Prostate	C61	Male	1971	52584
Prostate	C61	Male	1972	54242
Prostate	C61	Male	1973	63285
Prostate	C61	Male	1974	65765
Prostate	C61	Male	1975	67700
Prostate	C61	Male	1976	70038
Prostate	C61	Male	1977	72486
Prostate	C61	Male	1978	75134
Prostate	C61	Male	1979	68666
Prostate	C61	Male	1980	82363
Prostate	C61	Male	1981	86854
Prostate	C61	Male	1982	90297
Prostate	C61	Male	1983	91589
Prostate	C61	Male	1984	94347
Prostate	C61	Male	1985	102180
Prostate	C61	Male	1986	107353
Prostate	C61	Male	1987	111111
Prostate	C61	Male	1988	115837
Prostate	C61	Male	1989	119665
Prostate	C61	Male	1990	124742
Prostate	C61	Male	1991	127662
Prostate	C61	Male	1992	131966
Prostate	C61	Male	1993	136781
Prostate	C61	Male	1994	141419
Prostate	C61	Male	1995	143083
Prostate	C61	Male	1996	147759
Prostate	C61	Male	1997	145587
Prostate	C61	Male	1998	148658
Prostate	C61	Male	1999	152943
Prostate	C61	Male	2000	154477
Prostate	C61	Male	2001	157031
Prostate	C61	Male	2002	159553
