country_name	sex	year	deaths
Romania	Female	1972	11531
Romania	Female	1973	11639
Romania	Female	1974	11852
Romania	Female	1975	12040
Romania	Female	1976	12066
Romania	Female	1977	12348
Romania	Female	1978	12839
Romania	Female	1980	12853
Romania	Female	1981	12389
Romania	Female	1982	12586
Romania	Female	1983	12674
Romania	Female	1984	12726
Romania	Female	1985	13162
Romania	Female	1986	13411
Romania	Female	1987	13263
Romania	Female	1988	13655
Romania	Female	1989	13698
Romania	Female	1990	13809
Romania	Female	1991	13947
Romania	Female	1992	14154
Romania	Female	1993	14781
Romania	Female	1994	15129
Romania	Female	1995	15344
Romania	Female	1996	15873
Romania	Female	1997	16267
Romania	Female	1998	16317
Romania	Female	1999	16574
Romania	Female	2000	17241
Romania	Female	2001	17618
Romania	Female	2002	17809
Romania	Female	2003	17960
Romania	Female	2004	18030
Romania	Female	2005	18492
Romania	Female	2006	18679
Romania	Female	2007	18493
Romania	Female	2008	18632
Romania	Female	2009	19153
Romania	Female	2010	19158
Romania	Male	1963	11711
Romania	Male	1969	13363
Romania	Male	1970	13057
Romania	Male	1971	13616
Romania	Male	1972	14023
Romania	Male	1973	14216
Romania	Male	1974	14314
Romania	Male	1975	14589
Romania	Male	1976	15176
Romania	Male	1977	15227
Romania	Male	1978	15915
Romania	Male	1980	16378
Romania	Male	1981	15943
Romania	Male	1982	16069
Romania	Male	1983	16223
Romania	Male	1984	16315
Romania	Male	1985	17560
Romania	Male	1986	18149
Romania	Male	1987	17973
Romania	Male	1988	18630
Romania	Male	1989	18597
Romania	Male	1990	18753
Romania	Male	1991	19197
Romania	Male	1992	20266
Romania	Male	1993	20989
Romania	Male	1994	21390
Romania	Male	1995	21876
Romania	Male	1996	22357
Romania	Male	1997	22627
Romania	Male	1998	22696
Romania	Male	1999	22787
Romania	Male	2000	23736
Romania	Male	2001	24852
Romania	Male	2002	25133
Romania	Male	2003	25326
Romania	Male	2004	25588
Romania	Male	2005	26083
Romania	Male	2006	26353
Romania	Male	2007	26512
Romania	Male	2008	27459
Romania	Male	2009	27932
Romania	Male	2010	28156
Russia	Female	1980	108109
Russia	Female	1981	109569
Russia	Female	1982	111889
Russia	Female	1983	114364
Russia	Female	1984	114338
Russia	Female	1985	115298
Russia	Female	1986	118770
Russia	Female	1987	120801
Russia	Female	1988	122656
Russia	Female	1989	124757
Russia	Female	1990	126959
Russia	Female	1991	128379
Russia	Female	1992	130935
Russia	Female	1993	130606
Russia	Female	1994	131087
Russia	Female	1995	129796
Russia	Female	1996	128475
Russia	Female	1997	129809
Russia	Female	1998	130478
Russia	Female	1999	133301
Russia	Female	2000	133826
Russia	Female	2001	132631
Russia	Female	2002	132007
Russia	Female	2003	132016
Russia	Female	2004	132587
Russia	Female	2005	132036
Russia	Female	2006	132280
Russia	Female	2007	133527
Russia	Female	2008	134389
Russia	Female	2009	136716
Russia	Female	2010	136851
Russia	Male	1980	115302
Russia	Male	1981	118345
Russia	Male	1982	122411
Russia	Male	1983	126616
Russia	Male	1984	130235
Russia	Male	1985	132907
Russia	Male	1986	138585
Russia	Male	1987	143203
Russia	Male	1988	148473
Russia	Male	1989	152651
Russia	Male	1990	157379
Russia	Male	1991	162006
Russia	Male	1992	165888
Russia	Male	1993	170500
Russia	Male	1994	169299
Russia	Male	1995	165644
Russia	Male	1996	162606
Russia	Male	1997	162913
Russia	Male	1998	162629
Russia	Male	1999	165080
Russia	Male	2000	163994
Russia	Male	2001	161323
Russia	Male	2002	160806
Russia	Male	2003	158350
Russia	Male	2004	157306
Russia	Male	2005	155765
Russia	Male	2006	153861
Russia	Male	2007	154923
Russia	Male	2008	154796
Russia	Male	2009	156800
Russia	Male	2010	156238
Serbia	Female	1998	7423
Serbia	Female	1999	7508
Serbia	Female	2000	7694
Serbia	Female	2001	7743
Serbia	Female	2002	7913
Serbia	Female	2003	8170
Serbia	Female	2004	8379
Serbia	Female	2005	8572
Serbia	Female	2006	8722
Serbia	Female	2007	8681
Serbia	Female	2008	8764
Serbia	Female	2009	9048
Serbia	Female	2010	9018
Serbia	Male	1998	9756
Serbia	Male	1999	9872
Serbia	Male	2000	10178
Serbia	Male	2001	10174
Serbia	Male	2002	10636
Serbia	Male	2003	10692
Serbia	Male	2004	10984
Serbia	Male	2005	11169
Serbia	Male	2006	11497
Serbia	Male	2007	11731
Serbia	Male	2008	11809
Serbia	Male	2009	11987
Serbia	Male	2010	12124
Slovakia	Female	1992	4183
Slovakia	Female	1993	4280
Slovakia	Female	1994	4343
Slovakia	Female	1995	4348
Slovakia	Female	1996	4351
Slovakia	Female	1997	4558
Slovakia	Female	1998	4855
Slovakia	Female	1999	4785
Slovakia	Female	2000	4886
Slovakia	Female	2001	4818
Slovakia	Female	2002	4716
Slovakia	Female	2003	4770
Slovakia	Female	2004	4819
Slovakia	Female	2005	4888
Slovakia	Female	2006	4883
Slovakia	Female	2007	5030
Slovakia	Female	2008	5054
Slovakia	Female	2009	5123
Slovakia	Female	2010	5067
Slovakia	Male	1992	6376
Slovakia	Male	1993	6375
Slovakia	Male	1994	6315
Slovakia	Male	1995	6600
Slovakia	Male	1996	6698
Slovakia	Male	1997	6612
Slovakia	Male	1998	7327
Slovakia	Male	1999	7113
Slovakia	Male	2000	6986
Slovakia	Male	2001	6998
Slovakia	Male	2002	6729
Slovakia	Male	2003	6788
Slovakia	Male	2004	6762
Slovakia	Male	2005	6906
Slovakia	Male	2006	6766
Slovakia	Male	2007	6837
Slovakia	Male	2008	6837
Slovakia	Male	2009	6708
Slovakia	Male	2010	7007
Slovenia	Female	1985	1748
Slovenia	Female	1986	1769
Slovenia	Female	1987	1764
Slovenia	Female	1988	1716
Slovenia	Female	1989	1738
Slovenia	Female	1990	1817
Slovenia	Female	1991	1937
Slovenia	Female	1992	1965
Slovenia	Female	1993	2024
Slovenia	Female	1994	1974
Slovenia	Female	1995	2048
Slovenia	Female	1996	2019
Slovenia	Female	1997	2145
Slovenia	Female	1998	2047
Slovenia	Female	1999	2128
Slovenia	Female	2000	2080
Slovenia	Female	2001	2121
Slovenia	Female	2002	2169
Slovenia	Female	2003	2241
Slovenia	Female	2004	2245
Slovenia	Female	2005	2299
Slovenia	Female	2006	2342
Slovenia	Female	2007	2390
Slovenia	Female	2008	2549
Slovenia	Female	2009	2516
Slovenia	Female	2010	2616
Slovenia	Male	1985	2199
Slovenia	Male	1986	2116
Slovenia	Male	1987	2163
Slovenia	Male	1988	2291
Slovenia	Male	1989	2249
Slovenia	Male	1990	2271
Slovenia	Male	1991	2385
Slovenia	Male	1992	2426
Slovenia	Male	1993	2533
Slovenia	Male	1994	2438
Slovenia	Male	1995	2525
Slovenia	Male	1996	2522
Slovenia	Male	1997	2629
Slovenia	Male	1998	2657
Slovenia	Male	1999	2647
Slovenia	Male	2000	2673
Slovenia	Male	2001	2692
Slovenia	Male	2002	2809
Slovenia	Male	2003	2817
Slovenia	Male	2004	2811
Slovenia	Male	2005	2807
Slovenia	Male	2006	2931
Slovenia	Male	2007	3146
Slovenia	Male	2008	3131
Slovenia	Male	2009	3227
Slovenia	Male	2010	3227
South Africa	Female	1993	8988
South Africa	Female	1994	10614
South Africa	Female	1995	10427
South Africa	Female	1996	11941
South Africa	Female	1997	12179
South Africa	Female	1998	13104
South Africa	Female	1999	13826
South Africa	Female	2000	14030
South Africa	Female	2001	14355
South Africa	Female	2002	14892
South Africa	Female	2003	15443
South Africa	Female	2004	15818
South Africa	Female	2005	16351
South Africa	Female	2006	16427
South Africa	Female	2007	16640
South Africa	Female	2008	16626
South Africa	Female	2009	17361
South Africa	Female	2010	17655
South Africa	Male	1993	11545
South Africa	Male	1994	13078
South Africa	Male	1995	12743
South Africa	Male	1996	14444
South Africa	Male	1997	14695
South Africa	Male	1998	15272
South Africa	Male	1999	15757
South Africa	Male	2000	15720
South Africa	Male	2001	15953
South Africa	Male	2002	16335
South Africa	Male	2003	16688
South Africa	Male	2004	17056
South Africa	Male	2005	16829
South Africa	Male	2006	16908
South Africa	Male	2007	17278
South Africa	Male	2008	17075
South Africa	Male	2009	17566
South Africa	Male	2010	17824
Spain	Female	1951	11138
Spain	Female	1952	11993
Spain	Female	1953	12088
Spain	Female	1954	12999
Spain	Female	1955	14113
Spain	Female	1956	14649
Spain	Female	1957	14990
Spain	Female	1958	14777
Spain	Female	1959	15507
Spain	Female	1960	16931
Spain	Female	1961	17266
Spain	Female	1962	18093
Spain	Female	1963	18472
Spain	Female	1964	19000
Spain	Female	1965	19046
Spain	Female	1966	19229
Spain	Female	1967	20453
Spain	Female	1968	19699
Spain	Female	1969	19796
Spain	Female	1970	20656
Spain	Female	1971	21278
Spain	Female	1972	21505
Spain	Female	1973	22101
Spain	Female	1974	22551
Spain	Female	1975	22899
Spain	Female	1976	22973
Spain	Female	1977	23264
Spain	Female	1978	23751
Spain	Female	1979	23715
Spain	Female	1980	24269
Spain	Female	1981	24271
Spain	Female	1982	24919
Spain	Female	1983	25413
Spain	Female	1984	26347
Spain	Female	1985	26245
Spain	Female	1986	27050
Spain	Female	1987	28116
Spain	Female	1988	28922
Spain	Female	1989	28986
Spain	Female	1990	29581
Spain	Female	1991	30290
Spain	Female	1992	30556
Spain	Female	1993	31518
Spain	Female	1994	32249
Spain	Female	1995	32757
Spain	Female	1996	32604
Spain	Female	1997	33013
Spain	Female	1998	33383
Spain	Female	1999	33767
Spain	Female	2000	34337
Spain	Female	2001	34979
Spain	Female	2002	35227
Spain	Female	2003	35940
Spain	Female	2004	36020
Spain	Female	2005	35928
Spain	Female	2006	36999
Spain	Female	2007	37444
Spain	Female	2008	38119
Spain	Female	2009	38496
Spain	Female	2010	39371
Spain	Male	1951	11237
Spain	Male	1952	11695
Spain	Male	1953	12400
Spain	Male	1954	12905
Spain	Male	1955	14238
Spain	Male	1956	15042
Spain	Male	1957	15734
Spain	Male	1958	15839
Spain	Male	1959	16585
Spain	Male	1960	18309
Spain	Male	1961	19226
Spain	Male	1962	20238
Spain	Male	1963	21038
Spain	Male	1964	21720
Spain	Male	1965	21863
Spain	Male	1966	22394
Spain	Male	1967	23211
Spain	Male	1968	23641
Spain	Male	1969	23675
Spain	Male	1970	24755
Spain	Male	1971	26096
Spain	Male	1972	26259
Spain	Male	1973	27267
Spain	Male	1974	28144
Spain	Male	1975	29654
Spain	Male	1976	30410
Spain	Male	1977	31126
Spain	Male	1978	32293
Spain	Male	1979	33139
Spain	Male	1980	33976
Spain	Male	1981	35207
Spain	Male	1982	36342
Spain	Male	1983	37640
Spain	Male	1984	39463
Spain	Male	1985	40084
Spain	Male	1986	41019
Spain	Male	1987	43159
Spain	Male	1988	44768
Spain	Male	1989	46019
Spain	Male	1990	47242
Spain	Male	1991	48366
Spain	Male	1992	49903
Spain	Male	1993	51526
Spain	Male	1994	53001
Spain	Male	1995	54147
Spain	Male	1996	54095
Spain	Male	1997	55255
Spain	Male	1998	56282
Spain	Male	1999	57531
Spain	Male	2000	57646
Spain	Male	2001	59538
Spain	Male	2002	59432
Spain	Male	2003	60679
Spain	Male	2004	61271
Spain	Male	2005	60942
Spain	Male	2006	61410
Spain	Male	2007	62667
Spain	Male	2008	62655
Spain	Male	2009	63151
Spain	Male	2010	64058
Suriname	Female	1963	58
Suriname	Female	1964	71
Suriname	Female	1965	72
Suriname	Female	1966	70
Suriname	Female	1971	58
Suriname	Female	1972	59
Suriname	Female	1973	46
Suriname	Female	1975	102
Suriname	Female	1976	70
Suriname	Female	1977	77
Suriname	Female	1978	85
Suriname	Female	1979	80
Suriname	Female	1980	80
Suriname	Female	1981	83
Suriname	Female	1982	99
Suriname	Female	1984	102
Suriname	Female	1985	102
Suriname	Female	1986	99
Suriname	Female	1987	85
Suriname	Female	1988	80
Suriname	Female	1989	79
Suriname	Female	1990	108
Suriname	Female	1991	79
Suriname	Female	1992	93
Suriname	Female	1995	65
Suriname	Female	1996	48
Suriname	Female	1997	71
Suriname	Female	1998	97
Suriname	Female	1999	106
Suriname	Female	2000	126
Suriname	Female	2001	125
Suriname	Female	2002	154
Suriname	Female	2003	149
Suriname	Female	2004	157
Suriname	Female	2005	135
Suriname	Female	2006	164
Suriname	Female	2007	148
Suriname	Female	2008	174
Suriname	Female	2009	160
Suriname	Female	2010	180
Suriname	Male	1963	78
Suriname	Male	1964	75
Suriname	Male	1965	62
Suriname	Male	1966	68
Suriname	Male	1971	48
Suriname	Male	1972	60
Suriname	Male	1973	39
Suriname	Male	1975	90
Suriname	Male	1976	75
Suriname	Male	1977	67
Suriname	Male	1978	77
Suriname	Male	1979	77
Suriname	Male	1980	95
Suriname	Male	1981	84
Suriname	Male	1982	109
Suriname	Male	1984	107
Suriname	Male	1985	86
Suriname	Male	1986	64
Suriname	Male	1987	72
Suriname	Male	1988	72
Suriname	Male	1989	76
Suriname	Male	1990	81
Suriname	Male	1991	93
Suriname	Male	1992	103
Suriname	Male	1995	54
Suriname	Male	1996	71
Suriname	Male	1997	73
Suriname	Male	1998	90
Suriname	Male	1999	114
Suriname	Male	2000	123
Suriname	Male	2001	152
Suriname	Male	2002	171
Suriname	Male	2003	155
Suriname	Male	2004	153
Suriname	Male	2005	155
Suriname	Male	2006	173
Suriname	Male	2007	162
Suriname	Male	2008	195
Suriname	Male	2009	185
Suriname	Male	2010	180
Sweden	Female	1951	5535
Sweden	Female	1952	5928
Sweden	Female	1953	6014
Sweden	Female	1954	5840
Sweden	Female	1955	6031
Sweden	Female	1956	6187
Sweden	Female	1957	6184
Sweden	Female	1958	6452
Sweden	Female	1959	6542
Sweden	Female	1960	6757
Sweden	Female	1961	6718
Sweden	Female	1962	6819
Sweden	Female	1963	6957
Sweden	Female	1964	7048
Sweden	Female	1965	6910
Sweden	Female	1966	7114
Sweden	Female	1967	7199
Sweden	Female	1968	7400
Sweden	Female	1969	7657
Sweden	Female	1970	7837
Sweden	Female	1971	8187
Sweden	Female	1972	8663
Sweden	Female	1973	8680
Sweden	Female	1974	8978
Sweden	Female	1975	9064
Sweden	Female	1976	9034
Sweden	Female	1977	9142
Sweden	Female	1978	9277
Sweden	Female	1979	9394
Sweden	Female	1980	9461
Sweden	Female	1981	9075
Sweden	Female	1982	9145
Sweden	Female	1983	8957
Sweden	Female	1984	9085
Sweden	Female	1985	9304
Sweden	Female	1986	9123
Sweden	Female	1987	9335
Sweden	Female	1988	9588
Sweden	Female	1989	9518
Sweden	Female	1990	9649
Sweden	Female	1991	9617
Sweden	Female	1992	9643
Sweden	Female	1993	9830
Sweden	Female	1994	9516
Sweden	Female	1995	9966
Sweden	Female	1996	9920
Sweden	Female	1997	10104
Sweden	Female	1998	9887
Sweden	Female	1999	9955
Sweden	Female	2000	10120
Sweden	Female	2001	10484
Sweden	Female	2002	10277
Sweden	Female	2003	10155
Sweden	Female	2004	10521
Sweden	Female	2005	10368
Sweden	Female	2006	10533
Sweden	Female	2007	10584
Sweden	Female	2008	10435
Sweden	Female	2009	10373
Sweden	Female	2010	10351
Sweden	Male	1951	5398
Sweden	Male	1952	5557
Sweden	Male	1953	5722
Sweden	Male	1954	5624
Sweden	Male	1955	5885
Sweden	Male	1956	6090
Sweden	Male	1957	6331
Sweden	Male	1958	6488
Sweden	Male	1959	6786
Sweden	Male	1960	7132
Sweden	Male	1961	7143
Sweden	Male	1962	7615
Sweden	Male	1963	7568
Sweden	Male	1964	7618
Sweden	Male	1965	7596
Sweden	Male	1966	7702
Sweden	Male	1967	7884
Sweden	Male	1968	8052
Sweden	Male	1969	8522
Sweden	Male	1970	8505
Sweden	Male	1971	9271
Sweden	Male	1972	9798
Sweden	Male	1973	9911
Sweden	Male	1974	10212
Sweden	Male	1975	10418
Sweden	Male	1976	10569
Sweden	Male	1977	10723
Sweden	Male	1978	10725
Sweden	Male	1979	10831
Sweden	Male	1980	10647
Sweden	Male	1981	10134
Sweden	Male	1982	9958
Sweden	Male	1983	9983
Sweden	Male	1984	10250
Sweden	Male	1985	10368
Sweden	Male	1986	10229
Sweden	Male	1987	10319
Sweden	Male	1988	10659
Sweden	Male	1989	10448
Sweden	Male	1990	10682
Sweden	Male	1991	10789
Sweden	Male	1992	10731
Sweden	Male	1993	10731
Sweden	Male	1994	10659
Sweden	Male	1995	10739
Sweden	Male	1996	10837
Sweden	Male	1997	11265
Sweden	Male	1998	11194
Sweden	Male	1999	11158
Sweden	Male	2000	11037
Sweden	Male	2001	11134
Sweden	Male	2002	11051
Sweden	Male	2003	11477
Sweden	Male	2004	11346
Sweden	Male	2005	11505
Sweden	Male	2006	11468
Sweden	Male	2007	11258
Sweden	Male	2008	11318
Sweden	Male	2009	11348
Sweden	Male	2010	11295
Switzerland	Female	1951	4382
Switzerland	Female	1952	4409
Switzerland	Female	1953	4439
Switzerland	Female	1954	4421
Switzerland	Female	1955	4474
Switzerland	Female	1956	4631
Switzerland	Female	1957	4614
Switzerland	Female	1958	4779
Switzerland	Female	1959	4715
Switzerland	Female	1960	4751
Switzerland	Female	1961	4780
Switzerland	Female	1962	4920
Switzerland	Female	1963	4865
Switzerland	Female	1964	5048
Switzerland	Female	1965	5174
Switzerland	Female	1966	5132
Switzerland	Female	1967	5353
Switzerland	Female	1968	5346
Switzerland	Female	1969	5444
Switzerland	Female	1970	5565
Switzerland	Female	1971	5655
Switzerland	Female	1972	5730
Switzerland	Female	1973	5872
Switzerland	Female	1974	5676
Switzerland	Female	1975	5829
Switzerland	Female	1976	5863
Switzerland	Female	1977	5961
Switzerland	Female	1978	6134
Switzerland	Female	1979	6085
Switzerland	Female	1980	6208
Switzerland	Female	1981	6543
Switzerland	Female	1982	6682
Switzerland	Female	1983	6742
Switzerland	Female	1984	6854
Switzerland	Female	1985	6976
Switzerland	Female	1986	6990
Switzerland	Female	1987	7090
Switzerland	Female	1988	7087
Switzerland	Female	1989	7074
Switzerland	Female	1990	7302
Switzerland	Female	1991	7353
Switzerland	Female	1992	7366
Switzerland	Female	1993	7265
Switzerland	Female	1994	7172
Switzerland	Female	1995	7202
Switzerland	Female	1996	7012
Switzerland	Female	1997	7094
Switzerland	Female	1998	6911
Switzerland	Female	1999	6890
Switzerland	Female	2000	7198
Switzerland	Female	2001	7010
Switzerland	Female	2002	7145
Switzerland	Female	2003	7176
Switzerland	Female	2004	7237
Switzerland	Female	2005	7048
Switzerland	Female	2006	7311
Switzerland	Female	2007	7457
Switzerland	Female	2008	7315
Switzerland	Female	2009	7505
Switzerland	Female	2010	7532
Switzerland	Male	1951	4739
Switzerland	Male	1952	4628
Switzerland	Male	1953	4833
Switzerland	Male	1954	4850
Switzerland	Male	1955	4962
Switzerland	Male	1956	4990
Switzerland	Male	1957	5156
Switzerland	Male	1958	5202
Switzerland	Male	1959	5490
Switzerland	Male	1960	5311
Switzerland	Male	1961	5582
Switzerland	Male	1962	5615
Switzerland	Male	1963	5811
Switzerland	Male	1964	5806
Switzerland	Male	1965	5984
Switzerland	Male	1966	6011
Switzerland	Male	1967	6266
Switzerland	Male	1968	6435
Switzerland	Male	1969	6597
Switzerland	Male	1970	6590
Switzerland	Male	1971	7049
Switzerland	Male	1972	7091
Switzerland	Male	1973	7345
Switzerland	Male	1974	7297
Switzerland	Male	1975	7469
Switzerland	Male	1976	7635
Switzerland	Male	1977	7643
Switzerland	Male	1978	7668
Switzerland	Male	1979	7693
Switzerland	Male	1980	7758
Switzerland	Male	1981	8374
Switzerland	Male	1982	8350
Switzerland	Male	1983	8673
Switzerland	Male	1984	8548
Switzerland	Male	1985	8959
Switzerland	Male	1986	8761
Switzerland	Male	1987	8841
Switzerland	Male	1988	8963
Switzerland	Male	1989	9104
Switzerland	Male	1990	9072
Switzerland	Male	1991	9218
Switzerland	Male	1992	9195
Switzerland	Male	1993	9114
Switzerland	Male	1994	9060
Switzerland	Male	1995	8614
Switzerland	Male	1996	8623
Switzerland	Male	1997	8504
Switzerland	Male	1998	8668
Switzerland	Male	1999	8641
Switzerland	Male	2000	8780
Switzerland	Male	2001	8874
Switzerland	Male	2002	8566
Switzerland	Male	2003	8732
Switzerland	Male	2004	8690
Switzerland	Male	2005	8832
Switzerland	Male	2006	8854
Switzerland	Male	2007	9040
Switzerland	Male	2008	9120
Switzerland	Male	2009	9008
Switzerland	Male	2010	9295
Tajikistan	Female	1981	882
Tajikistan	Female	1982	864
Tajikistan	Female	1985	1018
Tajikistan	Female	1986	1089
Tajikistan	Female	1987	1117
Tajikistan	Female	1988	1079
Tajikistan	Female	1989	1208
Tajikistan	Female	1990	1144
Tajikistan	Female	1991	1111
Tajikistan	Female	1992	1077
Tajikistan	Female	1993	996
Tajikistan	Female	1994	899
Tajikistan	Female	1995	712
Tajikistan	Female	1996	661
Tajikistan	Female	1997	676
Tajikistan	Female	1998	690
Tajikistan	Female	1999	839
Tajikistan	Female	2000	756
Tajikistan	Female	2001	857
Tajikistan	Female	2002	995
Tajikistan	Female	2003	979
Tajikistan	Female	2004	960
Tajikistan	Female	2005	997
Tajikistan	Male	1981	1196
Tajikistan	Male	1982	1195
Tajikistan	Male	1985	1369
Tajikistan	Male	1986	1342
Tajikistan	Male	1987	1408
Tajikistan	Male	1988	1478
Tajikistan	Male	1989	1516
Tajikistan	Male	1990	1505
Tajikistan	Male	1991	1514
Tajikistan	Male	1992	1324
Tajikistan	Male	1993	1298
Tajikistan	Male	1994	1049
Tajikistan	Male	1995	886
Tajikistan	Male	1996	840
Tajikistan	Male	1997	870
Tajikistan	Male	1998	868
Tajikistan	Male	1999	993
Tajikistan	Male	2000	875
Tajikistan	Male	2001	920
Tajikistan	Male	2002	1153
Tajikistan	Male	2003	1095
Tajikistan	Male	2004	1147
Tajikistan	Male	2005	1202
Thailand	Female	1957	639
Thailand	Female	1958	744
Thailand	Female	1959	916
Thailand	Female	1960	986
Thailand	Female	1961	1005
Thailand	Female	1962	1189
Thailand	Female	1963	1242
Thailand	Female	1964	1302
Thailand	Female	1965	1463
Thailand	Female	1966	1523
Thailand	Female	1967	1672
Thailand	Female	1968	1516
Thailand	Female	1969	1578
Thailand	Female	1970	1789
Thailand	Female	1971	1837
Thailand	Female	1972	2078
Thailand	Female	1973	2552
Thailand	Female	1974	2803
Thailand	Female	1975	3278
Thailand	Female	1976	2539
Thailand	Female	1977	3250
Thailand	Female	1978	3649
Thailand	Female	1979	4150
Thailand	Female	1980	4760
Thailand	Female	1981	4984
Thailand	Female	1982	5443
Thailand	Female	1983	5802
Thailand	Female	1984	5631
Thailand	Female	1985	6135
Thailand	Female	1986	6223
Thailand	Female	1987	7248
Thailand	Female	1990	9215
Thailand	Female	1991	9665
Thailand	Female	1992	10144
Thailand	Female	1994	11221
Thailand	Female	1995	11761
Thailand	Female	1996	11191
Thailand	Female	1997	10174
Thailand	Female	1998	11969
Thailand	Female	1999	14601
Thailand	Female	2000	16281
Thailand	Female	2002	19141
Thailand	Female	2003	20780
Thailand	Female	2004	21309
Thailand	Female	2005	20945
Thailand	Female	2006	21714
Thailand	Male	1957	753
Thailand	Male	1958	842
Thailand	Male	1959	1051
Thailand	Male	1960	1165
Thailand	Male	1961	1265
Thailand	Male	1962	1473
Thailand	Male	1963	1672
Thailand	Male	1964	1766
Thailand	Male	1965	1987
Thailand	Male	1966	1889
Thailand	Male	1967	2144
Thailand	Male	1968	1938
Thailand	Male	1969	2059
Thailand	Male	1970	2413
Thailand	Male	1971	2272
Thailand	Male	1972	2587
Thailand	Male	1973	3389
Thailand	Male	1974	3677
Thailand	Male	1975	3958
Thailand	Male	1976	3224
Thailand	Male	1977	4083
Thailand	Male	1978	4512
Thailand	Male	1979	5391
Thailand	Male	1980	6028
Thailand	Male	1981	6604
Thailand	Male	1982	7017
Thailand	Male	1983	7334
Thailand	Male	1984	7326
Thailand	Male	1985	7658
Thailand	Male	1986	8218
Thailand	Male	1987	9385
Thailand	Male	1990	12643
Thailand	Male	1991	13421
Thailand	Male	1992	14543
Thailand	Male	1994	16744
Thailand	Male	1995	17842
Thailand	Male	1996	17462
Thailand	Male	1997	15442
Thailand	Male	1998	17632
Thailand	Male	1999	20923
Thailand	Male	2000	22895
Thailand	Male	2002	26621
Thailand	Male	2003	28794
Thailand	Male	2004	29152
Thailand	Male	2005	29360
Thailand	Male	2006	30057
Trinidad and Tobago	Female	1951	248
Trinidad and Tobago	Female	1952	287
Trinidad and Tobago	Female	1953	254
Trinidad and Tobago	Female	1954	262
Trinidad and Tobago	Female	1955	309
Trinidad and Tobago	Female	1956	277
Trinidad and Tobago	Female	1957	273
Trinidad and Tobago	Female	1958	299
Trinidad and Tobago	Female	1960	278
Trinidad and Tobago	Female	1961	291
Trinidad and Tobago	Female	1962	336
Trinidad and Tobago	Female	1963	325
Trinidad and Tobago	Female	1966	362
Trinidad and Tobago	Female	1967	366
Trinidad and Tobago	Female	1968	418
Trinidad and Tobago	Female	1970	335
Trinidad and Tobago	Female	1971	356
Trinidad and Tobago	Female	1972	355
Trinidad and Tobago	Female	1973	386
Trinidad and Tobago	Female	1974	383
Trinidad and Tobago	Female	1975	369
Trinidad and Tobago	Female	1976	348
Trinidad and Tobago	Female	1977	334
Trinidad and Tobago	Female	1978	380
Trinidad and Tobago	Female	1979	346
Trinidad and Tobago	Female	1980	410
Trinidad and Tobago	Female	1981	395
Trinidad and Tobago	Female	1982	390
Trinidad and Tobago	Female	1983	413
Trinidad and Tobago	Female	1984	456
Trinidad and Tobago	Female	1985	463
Trinidad and Tobago	Female	1986	493
Trinidad and Tobago	Female	1987	495
Trinidad and Tobago	Female	1988	527
Trinidad and Tobago	Female	1989	458
Trinidad and Tobago	Female	1990	474
Trinidad and Tobago	Female	1991	499
Trinidad and Tobago	Female	1992	512
Trinidad and Tobago	Female	1993	558
Trinidad and Tobago	Female	1994	559
Trinidad and Tobago	Female	1995	579
Trinidad and Tobago	Female	1996	566
Trinidad and Tobago	Female	1997	592
Trinidad and Tobago	Female	1998	581
Trinidad and Tobago	Female	1999	586
Trinidad and Tobago	Female	2000	568
Trinidad and Tobago	Female	2001	559
Trinidad and Tobago	Female	2002	576
Trinidad and Tobago	Female	2004	630
Trinidad and Tobago	Female	2005	623
Trinidad and Tobago	Female	2006	613
Trinidad and Tobago	Female	2007	660
Trinidad and Tobago	Female	2008	674
Trinidad and Tobago	Female	2009	643
Trinidad and Tobago	Male	1951	149
Trinidad and Tobago	Male	1952	132
Trinidad and Tobago	Male	1953	154
Trinidad and Tobago	Male	1954	187
Trinidad and Tobago	Male	1955	194
Trinidad and Tobago	Male	1956	189
Trinidad and Tobago	Male	1957	209
Trinidad and Tobago	Male	1958	203
Trinidad and Tobago	Male	1960	207
Trinidad and Tobago	Male	1961	206
Trinidad and Tobago	Male	1962	237
Trinidad and Tobago	Male	1963	252
Trinidad and Tobago	Male	1966	276
Trinidad and Tobago	Male	1967	300
Trinidad and Tobago	Male	1968	282
Trinidad and Tobago	Male	1970	339
Trinidad and Tobago	Male	1971	292
Trinidad and Tobago	Male	1972	331
Trinidad and Tobago	Male	1973	265
Trinidad and Tobago	Male	1974	292
Trinidad and Tobago	Male	1975	338
Trinidad and Tobago	Male	1976	298
Trinidad and Tobago	Male	1977	339
Trinidad and Tobago	Male	1978	315
Trinidad and Tobago	Male	1979	337
Trinidad and Tobago	Male	1980	377
Trinidad and Tobago	Male	1981	386
Trinidad and Tobago	Male	1982	392
Trinidad and Tobago	Male	1983	407
Trinidad and Tobago	Male	1984	475
Trinidad and Tobago	Male	1985	447
Trinidad and Tobago	Male	1986	508
Trinidad and Tobago	Male	1987	527
Trinidad and Tobago	Male	1988	518
Trinidad and Tobago	Male	1989	549
Trinidad and Tobago	Male	1990	546
Trinidad and Tobago	Male	1991	532
Trinidad and Tobago	Male	1992	574
Trinidad and Tobago	Male	1993	523
Trinidad and Tobago	Male	1994	627
Trinidad and Tobago	Male	1995	647
Trinidad and Tobago	Male	1996	659
Trinidad and Tobago	Male	1997	661
