id.cancer	sex	age	country_name	year	cases.number
	Female		Trinidad and Tobago	2002	1858
	Female		Trinidad and Tobago	2004	2026
	Female		Trinidad and Tobago	2005	1996
	Female		Trinidad and Tobago	2006	1980
	Female		Trinidad and Tobago	2007	2115
	Female		Trinidad and Tobago	2008	2172
	Female		Trinidad and Tobago	2009	2038
	Male		Trinidad and Tobago	1951	406
	Male		Trinidad and Tobago	1952	372
	Male		Trinidad and Tobago	1953	418
	Male		Trinidad and Tobago	1954	528
	Male		Trinidad and Tobago	1955	514
	Male		Trinidad and Tobago	1956	523
	Male		Trinidad and Tobago	1957	570
	Male		Trinidad and Tobago	1958	555
	Male		Trinidad and Tobago	1960	560
	Male		Trinidad and Tobago	1961	558
	Male		Trinidad and Tobago	1962	642
	Male		Trinidad and Tobago	1963	672
	Male		Trinidad and Tobago	1966	722
	Male		Trinidad and Tobago	1967	795
	Male		Trinidad and Tobago	1968	749
	Male		Trinidad and Tobago	1970	915
	Male		Trinidad and Tobago	1971	783
	Male		Trinidad and Tobago	1972	880
	Male		Trinidad and Tobago	1973	705
	Male		Trinidad and Tobago	1974	773
	Male		Trinidad and Tobago	1975	909
	Male		Trinidad and Tobago	1976	811
	Male		Trinidad and Tobago	1977	896
	Male		Trinidad and Tobago	1978	839
	Male		Trinidad and Tobago	1979	941
	Male		Trinidad and Tobago	1980	1050
	Male		Trinidad and Tobago	1981	1071
	Male		Trinidad and Tobago	1982	1064
	Male		Trinidad and Tobago	1983	1105
	Male		Trinidad and Tobago	1984	1320
	Male		Trinidad and Tobago	1985	1221
	Male		Trinidad and Tobago	1986	1422
	Male		Trinidad and Tobago	1987	1450
	Male		Trinidad and Tobago	1988	1419
	Male		Trinidad and Tobago	1989	1503
	Male		Trinidad and Tobago	1990	1545
	Male		Trinidad and Tobago	1991	1469
	Male		Trinidad and Tobago	1992	1599
	Male		Trinidad and Tobago	1993	1461
	Male		Trinidad and Tobago	1994	1758
	Male		Trinidad and Tobago	1995	1830
	Male		Trinidad and Tobago	1996	1856
	Male		Trinidad and Tobago	1997	1864
	Male		Trinidad and Tobago	1998	1778
	Male		Trinidad and Tobago	1999	2041
	Male		Trinidad and Tobago	2000	1960
	Male		Trinidad and Tobago	2001	2006
	Male		Trinidad and Tobago	2002	2101
	Male		Trinidad and Tobago	2004	2264
	Male		Trinidad and Tobago	2005	2299
	Male		Trinidad and Tobago	2006	2130
	Male		Trinidad and Tobago	2007	2293
	Male		Trinidad and Tobago	2008	2307
	Male		Trinidad and Tobago	2009	2293
	Female		Turkmenistan	1981	3381
	Female		Turkmenistan	1982	3149
	Female		Turkmenistan	1985	3305
	Female		Turkmenistan	1986	3604
	Female		Turkmenistan	1987	3590
	Female		Turkmenistan	1988	3493
	Female		Turkmenistan	1989	3257
	Female		Turkmenistan	1990	3208
	Female		Turkmenistan	1991	1263
	Female		Turkmenistan	1992	1303
	Female		Turkmenistan	1993	1371
	Female		Turkmenistan	1994	3166
	Female		Turkmenistan	1995	2869
	Female		Turkmenistan	1996	3082
	Female		Turkmenistan	1997	2972
	Female		Turkmenistan	1998	2585
	Male		Turkmenistan	1981	3758
	Male		Turkmenistan	1982	3462
	Male		Turkmenistan	1985	3795
	Male		Turkmenistan	1986	3807
	Male		Turkmenistan	1987	3538
	Male		Turkmenistan	1988	3956
	Male		Turkmenistan	1989	3875
	Male		Turkmenistan	1990	3702
	Male		Turkmenistan	1991	1481
	Male		Turkmenistan	1992	1448
	Male		Turkmenistan	1993	1512
	Male		Turkmenistan	1994	3452
	Male		Turkmenistan	1995	3275
	Male		Turkmenistan	1996	3329
	Male		Turkmenistan	1997	3094
	Male		Turkmenistan	1998	2976
	Female		Ukraine	1981	102733
	Female		Ukraine	1982	105321
	Female		Ukraine	1985	110372
	Female		Ukraine	1986	115641
	Female		Ukraine	1987	118536
	Female		Ukraine	1988	120871
	Female		Ukraine	1989	123151
	Female		Ukraine	1990	124956
	Female		Ukraine	1991	128005
	Female		Ukraine	1992	127179
	Female		Ukraine	1993	125969
	Female		Ukraine	1994	125682
	Female		Ukraine	1995	123274
	Female		Ukraine	1996	118610
	Female		Ukraine	1997	118294
	Female		Ukraine	1998	118754
	Female		Ukraine	1999	119734
	Female		Ukraine	2000	118454
	Female		Ukraine	2001	116022
	Female		Ukraine	2002	115403
	Female		Ukraine	2003	113816
	Female		Ukraine	2004	112907
	Female		Ukraine	2005	111649
	Female		Ukraine	2006	110640
	Female		Ukraine	2007	111085
	Female		Ukraine	2008	110778
	Female		Ukraine	2009	110048
	Female		Ukraine	2010	110561
	Male		Ukraine	1981	104957
	Male		Ukraine	1982	109768
	Male		Ukraine	1985	121320
	Male		Ukraine	1986	128291
	Male		Ukraine	1987	134698
	Male		Ukraine	1988	140235
	Male		Ukraine	1989	144813
	Male		Ukraine	1990	148911
	Male		Ukraine	1991	154639
	Male		Ukraine	1992	157537
	Male		Ukraine	1993	156115
	Male		Ukraine	1994	157123
	Male		Ukraine	1995	153647
	Male		Ukraine	1996	149906
	Male		Ukraine	1997	147124
	Male		Ukraine	1998	146241
	Male		Ukraine	1999	147910
	Male		Ukraine	2000	147135
	Male		Ukraine	2001	143553
	Male		Ukraine	2002	143215
	Male		Ukraine	2003	140306
	Male		Ukraine	2004	138045
	Male		Ukraine	2005	139798
	Male		Ukraine	2006	136695
	Male		Ukraine	2007	135535
	Male		Ukraine	2008	133624
	Male		Ukraine	2009	133145
	Male		Ukraine	2010	133128
	Female		United Kingdom	1950	132246
	Female		United Kingdom	1951	130941
	Female		United Kingdom	1952	132920
	Female		United Kingdom	1953	131779
	Female		United Kingdom	1954	134299
	Female		United Kingdom	1955	161690
	Female		United Kingdom	1956	137057
	Female		United Kingdom	1957	136906
	Female		United Kingdom	1958	167629
	Female		United Kingdom	1959	167824
	Female		United Kingdom	1960	169536
	Female		United Kingdom	1961	170347
	Female		United Kingdom	1962	171473
	Female		United Kingdom	1963	145201
	Female		United Kingdom	1964	149632
	Female		United Kingdom	1965	150220
	Female		United Kingdom	1966	151273
	Female		United Kingdom	1967	181331
	Female		United Kingdom	1968	186556
	Female		United Kingdom	1969	189711
	Female		United Kingdom	1970	190685
	Female		United Kingdom	1971	192226
	Female		United Kingdom	1972	194478
	Female		United Kingdom	1973	196420
	Female		United Kingdom	1974	198551
	Female		United Kingdom	1975	200443
	Female		United Kingdom	1976	204900
	Female		United Kingdom	1977	203777
	Female		United Kingdom	1978	206167
	Female		United Kingdom	1979	214233
	Female		United Kingdom	1980	215938
	Female		United Kingdom	1981	216623
	Female		United Kingdom	1982	216736
	Female		United Kingdom	1983	219964
	Female		United Kingdom	1984	229359
	Female		United Kingdom	1985	232410
	Female		United Kingdom	1986	231002
	Female		United Kingdom	1987	233933
	Female		United Kingdom	1988	235745
	Female		United Kingdom	1989	238900
	Female		United Kingdom	1990	235572
	Female		United Kingdom	1991	235996
	Female		United Kingdom	1992	236688
	Female		United Kingdom	1993	230123
	Female		United Kingdom	1994	229186
	Female		United Kingdom	1995	226732
	Female		United Kingdom	1996	224850
	Female		United Kingdom	1997	222187
	Female		United Kingdom	1998	221174
	Female		United Kingdom	1999	219400
	Female		United Kingdom	2000	216889
	Female		United Kingdom	2001	220644
	Female		United Kingdom	2002	220855
	Female		United Kingdom	2003	219515
	Female		United Kingdom	2004	216683
	Female		United Kingdom	2005	217637
	Female		United Kingdom	2006	216830
	Female		United Kingdom	2007	219276
	Female		United Kingdom	2008	220725
	Female		United Kingdom	2009	217596
	Female		United Kingdom	2010	219742
	Male		United Kingdom	1950	135655
	Male		United Kingdom	1951	137015
	Male		United Kingdom	1952	138448
	Male		United Kingdom	1953	138959
	Male		United Kingdom	1954	142233
	Male		United Kingdom	1955	162416
	Male		United Kingdom	1956	144945
	Male		United Kingdom	1957	147558
	Male		United Kingdom	1958	170307
	Male		United Kingdom	1959	169904
	Male		United Kingdom	1960	171587
	Male		United Kingdom	1961	172974
	Male		United Kingdom	1962	176509
	Male		United Kingdom	1963	158326
	Male		United Kingdom	1964	160995
	Male		United Kingdom	1965	164140
	Male		United Kingdom	1966	165526
	Male		United Kingdom	1967	188674
	Male		United Kingdom	1968	195421
	Male		United Kingdom	1969	197516
	Male		United Kingdom	1970	198984
	Male		United Kingdom	1971	200738
	Male		United Kingdom	1972	204382
	Male		United Kingdom	1973	205271
	Male		United Kingdom	1974	208120
	Male		United Kingdom	1975	208424
	Male		United Kingdom	1976	213249
	Male		United Kingdom	1977	211138
	Male		United Kingdom	1978	214574
	Male		United Kingdom	1979	218283
	Male		United Kingdom	1980	218525
	Male		United Kingdom	1981	219601
	Male		United Kingdom	1982	219078
	Male		United Kingdom	1983	225540
	Male		United Kingdom	1984	232624
	Male		United Kingdom	1985	234160
	Male		United Kingdom	1986	233008
	Male		United Kingdom	1987	235904
	Male		United Kingdom	1988	239106
	Male		United Kingdom	1989	239934
	Male		United Kingdom	1990	241053
	Male		United Kingdom	1991	242457
	Male		United Kingdom	1992	245536
	Male		United Kingdom	1993	239489
	Male		United Kingdom	1994	236941
	Male		United Kingdom	1995	237088
	Male		United Kingdom	1996	233902
	Male		United Kingdom	1997	230674
	Male		United Kingdom	1998	232534
	Male		United Kingdom	1999	228241
	Male		United Kingdom	2000	226039
	Male		United Kingdom	2001	234160
	Male		United Kingdom	2002	236160
	Male		United Kingdom	2003	235449
	Male		United Kingdom	2004	235201
	Male		United Kingdom	2005	234541
	Male		United Kingdom	2006	236985
	Male		United Kingdom	2007	238429
	Male		United Kingdom	2008	241319
	Male		United Kingdom	2009	242638
	Male		United Kingdom	2010	244301
	Female		United States	1950	272782
	Female		United States	1951	276453
	Female		United States	1952	284060
	Female		United States	1953	288924
	Female		United States	1954	293857
	Female		United States	1955	310394
	Female		United States	1956	316091
	Female		United States	1957	321604
	Female		United States	1958	358494
	Female		United States	1959	363126
	Female		United States	1960	393734
	Female		United States	1961	400906
	Female		United States	1962	412597
	Female		United States	1963	419619
	Female		United States	1964	424031
	Female		United States	1965	433542
	Female		United States	1966	441832
	Female		United States	1967	449107
	Female		United States	1968	431520
	Female		United States	1969	436750
	Female		United States	1970	404032
	Female		United States	1971	410713
	Female		United States	1972	463356
	Female		United States	1973	471202
	Female		United States	1974	478485
	Female		United States	1975	487731
	Female		United States	1976	503330
	Female		United States	1977	514448
	Female		United States	1978	456210
	Female		United States	1979	570468
	Female		United States	1980	589492
	Female		United States	1981	598753
	Female		United States	1982	613490
	Female		United States	1983	625321
	Female		United States	1984	643642
	Female		United States	1985	652059
	Female		United States	1986	661585
	Female		United States	1987	669546
	Female		United States	1988	680953
	Female		United States	1989	696244
	Female		United States	1990	707046
	Female		United States	1991	720592
	Female		United States	1992	728366
	Female		United States	1993	740671
	Female		United States	1994	748721
	Female		United States	1995	756256
	Female		United States	1996	756952
	Female		United States	1997	757765
	Female		United States	1998	760736
	Female		United States	1999	772275
	Female		United States	2000	780810
	Female		United States	2001	778746
	Female		United States	2002	781315
	Female		United States	2003	781441
	Female		United States	2004	773821
	Female		United States	2005	777687
	Female		United States	2006	780741
	Female		United States	2007	780227
	Female		United States	2008	780824
	Female		United States	2009	780271
	Female		United States	2010	789460
	Male		United States	1950	285289
	Male		United States	1951	290715
	Male		United States	1952	302450
	Male		United States	1953	312143
	Male		United States	1954	320849
	Male		United States	1955	344699
	Male		United States	1956	355677
	Male		United States	1957	364318
	Male		United States	1958	396404
	Male		United States	1959	407914
	Male		United States	1960	427212
	Male		United States	1961	437341
	Male		United States	1962	450749
	Male		United States	1963	461549
	Male		United States	1964	468311
	Male		United States	1965	480355
	Male		United States	1966	489167
	Male		United States	1967	498918
	Male		United States	1968	494253
	Male		United States	1969	500966
	Male		United States	1970	471418
	Male		United States	1971	479327
	Male		United States	1972	529872
	Male		United States	1973	536218
	Male		United States	1974	547414
	Male		United States	1975	558047
	Male		United States	1976	573982
	Male		United States	1977	586620
	Male		United States	1978	530420
	Male		United States	1979	630844
	Male		United States	1980	646052
	Male		United States	1981	650539
	Male		United States	1982	666152
	Male		United States	1983	678822
	Male		United States	1984	691084
	Male		United States	1985	701257
	Male		United States	1986	710221
	Male		United States	1987	721078
	Male		United States	1988	730019
	Male		United States	1989	745372
	Male		United States	1990	760678
	Male		United States	1991	770791
	Male		United States	1992	778579
	Male		United States	1993	790076
	Male		United States	1994	794813
	Male		United States	1995	798317
	Male		United States	1996	798440
	Male		United States	1997	797354
	Male		United States	1998	800404
	Male		United States	1999	814555
	Male		United States	2000	816600
	Male		United States	2001	819534
	Male		United States	2002	825115
	Male		United States	2003	822481
	Male		United States	2004	817704
	Male		United States	2005	827760
	Male		United States	2006	827498
	Male		United States	2007	836902
	Male		United States	2008	843876
	Male		United States	2009	848778
	Male		United States	2010	862446
	Female		Uruguay	1955	4878
	Female		Uruguay	1956	4675
	Female		Uruguay	1957	5029
	Female		Uruguay	1958	4942
	Female		Uruguay	1959	5218
	Female		Uruguay	1960	5251
	Female		Uruguay	1963	5655
	Female		Uruguay	1964	5760
	Female		Uruguay	1965	5596
	Female		Uruguay	1966	6855
	Female		Uruguay	1967	7248
	Female		Uruguay	1968	5867
	Female		Uruguay	1969	6265
	Female		Uruguay	1970	6253
	Female		Uruguay	1971	6132
	Female		Uruguay	1972	6338
	Female		Uruguay	1973	6350
	Female		Uruguay	1974	6226
	Female		Uruguay	1975	6402
	Female		Uruguay	1976	6321
	Female		Uruguay	1977	6449
	Female		Uruguay	1978	6463
	Female		Uruguay	1980	7304
	Female		Uruguay	1981	7246
	Female		Uruguay	1982	7056
	Female		Uruguay	1983	7307
	Female		Uruguay	1984	7438
	Female		Uruguay	1985	7459
	Female		Uruguay	1986	7963
	Female		Uruguay	1987	7712
	Female		Uruguay	1988	8157
	Female		Uruguay	1989	8062
	Female		Uruguay	1990	7914
	Female		Uruguay	1993	8029
	Female		Uruguay	1994	8244
	Female		Uruguay	1995	8292
	Female		Uruguay	1996	8535
	Female		Uruguay	1997	9913
	Female		Uruguay	1998	9847
	Female		Uruguay	1999	9580
	Female		Uruguay	2000	9861
	Female		Uruguay	2001	9697
	Female		Uruguay	2002	9989
	Female		Uruguay	2003	10032
	Female		Uruguay	2004	9954
	Female		Uruguay	2005	10023
	Female		Uruguay	2006	9977
	Female		Uruguay	2007	9962
	Female		Uruguay	2008	10479
	Female		Uruguay	2009	9984
	Female		Uruguay	2010	10085
	Male		Uruguay	1955	5826
	Male		Uruguay	1956	6121
	Male		Uruguay	1957	6298
	Male		Uruguay	1958	6492
	Male		Uruguay	1959	6617
	Male		Uruguay	1960	6700
	Male		Uruguay	1963	7246
	Male		Uruguay	1964	7198
	Male		Uruguay	1965	7579
	Male		Uruguay	1966	8801
	Male		Uruguay	1967	9031
	Male		Uruguay	1968	8136
	Male		Uruguay	1969	8410
	Male		Uruguay	1970	8361
	Male		Uruguay	1971	8825
	Male		Uruguay	1972	8564
	Male		Uruguay	1973	8616
	Male		Uruguay	1974	8678
	Male		Uruguay	1975	8420
	Male		Uruguay	1976	9005
	Male		Uruguay	1977	8788
	Male		Uruguay	1978	9264
	Male		Uruguay	1980	9174
	Male		Uruguay	1981	9637
	Male		Uruguay	1982	9413
	Male		Uruguay	1983	9548
	Male		Uruguay	1984	10069
	Male		Uruguay	1985	10284
	Male		Uruguay	1986	10288
	Male		Uruguay	1987	10482
	Male		Uruguay	1988	10708
	Male		Uruguay	1989	10627
	Male		Uruguay	1990	10765
	Male		Uruguay	1993	10733
	Male		Uruguay	1994	10774
	Male		Uruguay	1995	10934
	Male		Uruguay	1996	10977
	Male		Uruguay	1997	12191
	Male		Uruguay	1998	12124
	Male		Uruguay	1999	11936
	Male		Uruguay	2000	12200
	Male		Uruguay	2001	12068
	Male		Uruguay	2002	12214
	Male		Uruguay	2003	12489
	Male		Uruguay	2004	12316
	Male		Uruguay	2005	12257
	Male		Uruguay	2006	12161
	Male		Uruguay	2007	12636
	Male		Uruguay	2008	12116
	Male		Uruguay	2009	12090
	Male		Uruguay	2010	12381
	Female		Uzbekistan	1981	12752
	Female		Uzbekistan	1982	12904
	Female		Uzbekistan	1985	13715
	Female		Uzbekistan	1986	15495
	Female		Uzbekistan	1987	15733
	Female		Uzbekistan	1988	15341
	Female		Uzbekistan	1989	14802
	Female		Uzbekistan	1990	14539
	Female		Uzbekistan	1991	14462
	Female		Uzbekistan	1992	14561
	Female		Uzbekistan	1993	13953
	Female		Uzbekistan	1994	13600
	Female		Uzbekistan	1995	13410
	Female		Uzbekistan	1996	13272
	Female		Uzbekistan	1997	12694
	Female		Uzbekistan	1998	12876
	Female		Uzbekistan	1999	12891
	Female		Uzbekistan	2000	13166
	Female		Uzbekistan	2001	12909
	Female		Uzbekistan	2002	13124
	Female		Uzbekistan	2003	13518
	Female		Uzbekistan	2004	15078
	Female		Uzbekistan	2005	15363
	Male		Uzbekistan	1981	13984
	Male		Uzbekistan	1982	15054
	Male		Uzbekistan	1985	15911
	Male		Uzbekistan	1986	17106
	Male		Uzbekistan	1987	17493
	Male		Uzbekistan	1988	16543
	Male		Uzbekistan	1989	16727
	Male		Uzbekistan	1990	16401
	Male		Uzbekistan	1991	16739
	Male		Uzbekistan	1992	16250
	Male		Uzbekistan	1993	15744
	Male		Uzbekistan	1994	14901
	Male		Uzbekistan	1995	14701
	Male		Uzbekistan	1996	14314
	Male		Uzbekistan	1997	13593
	Male		Uzbekistan	1998	13669
	Male		Uzbekistan	1999	13601
	Male		Uzbekistan	2000	13386
	Male		Uzbekistan	2001	13014
	Male		Uzbekistan	2002	13190
	Male		Uzbekistan	2003	13078
	Male		Uzbekistan	2004	14329
	Male		Uzbekistan	2005	14797
	Female		Venezuela	1955	5357
	Female		Venezuela	1956	5944
	Female		Venezuela	1957	6011
	Female		Venezuela	1958	6191
	Female		Venezuela	1959	6374
	Female		Venezuela	1960	6784
	Female		Venezuela	1961	6849
	Female		Venezuela	1962	7279
	Female		Venezuela	1963	7737
	Female		Venezuela	1964	8042
	Female		Venezuela	1965	8256
	Female		Venezuela	1966	8383
	Female		Venezuela	1967	8538
	Female		Venezuela	1968	7431
	Female		Venezuela	1969	7765
	Female		Venezuela	1970	8848
	Female		Venezuela	1971	9329
	Female		Venezuela	1972	9334
	Female		Venezuela	1973	10137
	Female		Venezuela	1974	9817
	Female		Venezuela	1975	8736
	Female		Venezuela	1976	10914
	Female		Venezuela	1977	10811
	Female		Venezuela	1978	11278
	Female		Venezuela	1979	10745
	Female		Venezuela	1980	11962
	Female		Venezuela	1981	10853
	Female		Venezuela	1982	11153
	Female		Venezuela	1983	13056
	Female		Venezuela	1985	11954
	Female		Venezuela	1986	12406
	Female		Venezuela	1987	13690
	Female		Venezuela	1988	14353
	Female		Venezuela	1989	13736
	Female		Venezuela	1990	16313
	Female		Venezuela	1992	17172
	Female		Venezuela	1993	17014
	Female		Venezuela	1994	18442
	Female		Venezuela	1996	21720
	Female		Venezuela	1997	21912
	Female		Venezuela	1998	21925
	Female		Venezuela	1999	23214
	Female		Venezuela	2000	23394
	Female		Venezuela	2001	24424
	Female		Venezuela	2002	25870
	Female		Venezuela	2003	27074
	Female		Venezuela	2004	27012
	Female		Venezuela	2005	28122
	Female		Venezuela	2006	28435
	Female		Venezuela	2007	29142
	Female		Venezuela	2008	29945
	Female		Venezuela	2009	30892
	Male		Venezuela	1955	3569
	Male		Venezuela	1956	3610
	Male		Venezuela	1957	4104
	Male		Venezuela	1958	4278
	Male		Venezuela	1959	4440
	Male		Venezuela	1960	4822
	Male		Venezuela	1961	5067
	Male		Venezuela	1962	5517
	Male		Venezuela	1963	5655
	Male		Venezuela	1964	5882
	Male		Venezuela	1965	6224
	Male		Venezuela	1966	6621
	Male		Venezuela	1967	6806
	Male		Venezuela	1968	6487
	Male		Venezuela	1969	6475
	Male		Venezuela	1970	7476
	Male		Venezuela	1971	7532
	Male		Venezuela	1972	7862
	Male		Venezuela	1973	7960
	Male		Venezuela	1974	8304
	Male		Venezuela	1975	8097
	Male		Venezuela	1976	9309
	Male		Venezuela	1977	9102
	Male		Venezuela	1978	9557
	Male		Venezuela	1979	9004
	Male		Venezuela	1980	10235
	Male		Venezuela	1981	9780
	Male		Venezuela	1982	9943
	Male		Venezuela	1983	11437
	Male		Venezuela	1985	10846
	Male		Venezuela	1986	10945
	Male		Venezuela	1987	12232
	Male		Venezuela	1988	12729
	Male		Venezuela	1989	12804
	Male		Venezuela	1990	14689
	Male		Venezuela	1992	15517
	Male		Venezuela	1993	16047
	Male		Venezuela	1994	17153
	Male		Venezuela	1996	19867
	Male		Venezuela	1997	20532
	Male		Venezuela	1998	20979
	Male		Venezuela	1999	21984
	Male		Venezuela	2000	22716
	Male		Venezuela	2001	23324
	Male		Venezuela	2002	23781
	Male		Venezuela	2003	25238
	Male		Venezuela	2004	25879
	Male		Venezuela	2005	26620
	Male		Venezuela	2006	27662
	Male		Venezuela	2007	29038
	Male		Venezuela	2008	29855
	Male		Venezuela	2009	30323
C00-14	Female			1950	2524
C00-14	Female			1951	2773
C00-14	Female			1952	3197
C00-14	Female			1953	3237
C00-14	Female			1954	3556
C00-14	Female			1955	3998
C00-14	Female			1956	3995
C00-14	Female			1957	4208
C00-14	Female			1958	4368
C00-14	Female			1959	4471
C00-14	Female			1960	4729
C00-14	Female			1961	4806
C00-14	Female			1962	4934
C00-14	Female			1963	5407
C00-14	Female			1964	5491
C00-14	Female			1965	5312
C00-14	Female			1966	5672
C00-14	Female			1967	5428
C00-14	Female			1968	6236
C00-14	Female			1969	6494
C00-14	Female			1970	6182
C00-14	Female			1971	6206
C00-14	Female			1972	6360
C00-14	Female			1973	7121
C00-14	Female			1974	7137
C00-14	Female			1975	7664
C00-14	Female			1976	7517
C00-14	Female			1977	7863
C00-14	Female			1978	7861
C00-14	Female			1979	7928
C00-14	Female			1980	9907
C00-14	Female			1981	10674
C00-14	Female			1982	11004
C00-14	Female			1983	10224
C00-14	Female			1984	10762
C00-14	Female			1985	11738
C00-14	Female			1986	12359
C00-14	Female			1987	12441
C00-14	Female			1988	12553
C00-14	Female			1989	12790
C00-14	Female			1990	13050
C00-14	Female			1991	13186
C00-14	Female			1992	14235
C00-14	Female			1993	14209
C00-14	Female			1994	14944
C00-14	Female			1995	15015
C00-14	Female			1996	15423
C00-14	Female			1997	15152
C00-14	Female			1998	15783
C00-14	Female			1999	16316
C00-14	Female			2000	16887
C00-14	Female			2001	16336
C00-14	Female			2002	17268
C00-14	Female			2003	17500
C00-14	Female			2004	15862
C00-14	Female			2005	15985
C00-14	Female			2006	17047
C00-14	Female			2007	17209
C00-14	Female			2008	18089
C00-14	Female			2009	17613
C00-14	Female			2010	18055
C00-14	Male			1950	8579
C00-14	Male			1951	8922
C00-14	Male			1952	10456
C00-14	Male			1953	10857
C00-14	Male			1954	11535
C00-14	Male			1955	12575
C00-14	Male			1956	12656
C00-14	Male			1957	13089
C00-14	Male			1958	13019
C00-14	Male			1959	13915
C00-14	Male			1960	14129
C00-14	Male			1961	14519
C00-14	Male			1962	14923
C00-14	Male			1963	15771
C00-14	Male			1964	16069
C00-14	Male			1965	16215
C00-14	Male			1966	16799
C00-14	Male			1967	16841
C00-14	Male			1968	18468
C00-14	Male			1969	19381
C00-14	Male			1970	19242
C00-14	Male			1971	19475
C00-14	Male			1972	19794
C00-14	Male			1973	21291
C00-14	Male			1974	22054
C00-14	Male			1975	22931
C00-14	Male			1976	23306
C00-14	Male			1977	24609
C00-14	Male			1978	24366
C00-14	Male			1979	24974
C00-14	Male			1980	30337
C00-14	Male			1981	33278
C00-14	Male			1982	34899
C00-14	Male			1983	33638
C00-14	Male			1984	34485
C00-14	Male			1985	38445
C00-14	Male			1986	40488
C00-14	Male			1987	41475
C00-14	Male			1988	43128
C00-14	Male			1989	44298
C00-14	Male			1990	45913
C00-14	Male			1991	47289
C00-14	Male			1992	48760
C00-14	Male			1993	50003
C00-14	Male			1994	50793
C00-14	Male			1995	51020
C00-14	Male			1996	51092
C00-14	Male			1997	50337
C00-14	Male			1998	51449
C00-14	Male			1999	53399
C00-14	Male			2000	53771
C00-14	Male			2001	54280
C00-14	Male			2002	55475
C00-14	Male			2003	55883
C00-14	Male			2004	51308
C00-14	Male			2005	50828
C00-14	Male			2006	53391
C00-14	Male			2007	54450
C00-14	Male			2008	56592
C00-14	Male			2009	55595
C00-14	Male			2010	56272
C00-15,C32	Female			1950	6894
C00-15,C32	Female			1951	7087
C00-15,C32	Female			1952	8550
C00-15,C32	Female			1953	8787
C00-15,C32	Female			1954	9298
C00-15,C32	Female			1955	10548
C00-15,C32	Female			1956	10701
C00-15,C32	Female			1957	11051
C00-15,C32	Female			1958	11161
C00-15,C32	Female			1959	11718
C00-15,C32	Female			1960	12180
C00-15,C32	Female			1961	12387
C00-15,C32	Female			1962	12651
C00-15,C32	Female			1963	13544
C00-15,C32	Female			1964	13952
C00-15,C32	Female			1965	13848
C00-15,C32	Female			1966	14873
C00-15,C32	Female			1967	14878
C00-15,C32	Female			1968	16131
C00-15,C32	Female			1969	16693
C00-15,C32	Female			1970	16260
C00-15,C32	Female			1971	16020
C00-15,C32	Female			1972	16182
C00-15,C32	Female			1973	18029
C00-15,C32	Female			1974	18399
C00-15,C32	Female			1975	19070
C00-15,C32	Female			1976	19212
C00-15,C32	Female			1977	20173
C00-15,C32	Female			1978	20427
C00-15,C32	Female			1979	20198
C00-15,C32	Female			1980	26799
C00-15,C32	Female			1981	29794
C00-15,C32	Female			1982	31315
C00-15,C32	Female			1983	27348
C00-15,C32	Female			1984	28360
C00-15,C32	Female			1985	32698
C00-15,C32	Female			1986	34182
C00-15,C32	Female			1987	34311
C00-15,C32	Female			1988	34800
C00-15,C32	Female			1989	35279
C00-15,C32	Female			1990	35587
C00-15,C32	Female			1991	35735
C00-15,C32	Female			1992	37032
C00-15,C32	Female			1993	37996
C00-15,C32	Female			1994	39033
C00-15,C32	Female			1995	38731
C00-15,C32	Female			1996	39791
C00-15,C32	Female			1997	38683
C00-15,C32	Female			1998	39635
C00-15,C32	Female			1999	40706
C00-15,C32	Female			2000	41163
C00-15,C32	Female			2001	40795
C00-15,C32	Female			2002	42068
C00-15,C32	Female			2003	42320
C00-15,C32	Female			2004	39687
C00-15,C32	Female			2005	39124
C00-15,C32	Female			2006	40732
C00-15,C32	Female			2007	41030
C00-15,C32	Female			2008	41868
C00-15,C32	Female			2009	41299
C00-15,C32	Female			2010	42042
C00-15,C32	Male			1950	24716
C00-15,C32	Male			1951	23167
C00-15,C32	Male			1952	30671
C00-15,C32	Male			1953	31538
C00-15,C32	Male			1954	32605
C00-15,C32	Male			1955	36189
C00-15,C32	Male			1956	36840
C00-15,C32	Male			1957	38112
C00-15,C32	Male			1958	38510
C00-15,C32	Male			1959	40773
C00-15,C32	Male			1960	42050
C00-15,C32	Male			1961	43429
C00-15,C32	Male			1962	44794
C00-15,C32	Male			1963	47303
C00-15,C32	Male			1964	48588
C00-15,C32	Male			1965	49146
C00-15,C32	Male			1966	52660
C00-15,C32	Male			1967	53601
C00-15,C32	Male			1968	56626
C00-15,C32	Male			1969	58913
C00-15,C32	Male			1970	59094
C00-15,C32	Male			1971	58423
C00-15,C32	Male			1972	59300
C00-15,C32	Male			1973	64630
C00-15,C32	Male			1974	66687
C00-15,C32	Male			1975	68501
C00-15,C32	Male			1976	69658
C00-15,C32	Male			1977	73721
C00-15,C32	Male			1978	74155
C00-15,C32	Male			1979	74343
C00-15,C32	Male			1980	91560
C00-15,C32	Male			1981	101604
C00-15,C32	Male			1982	106818
C00-15,C32	Male			1983	99541
C00-15,C32	Male			1984	101932
C00-15,C32	Male			1985	116861
C00-15,C32	Male			1986	120757
C00-15,C32	Male			1987	124895
C00-15,C32	Male			1988	128184
C00-15,C32	Male			1989	130650
C00-15,C32	Male			1990	134085
C00-15,C32	Male			1991	136632
