id.cancer	sex	age	country_name	year	cases.number
	Male		El Salvador	1982	1036
	Male		El Salvador	1983	921
	Male		El Salvador	1984	1074
	Male		El Salvador	1990	1702
	Male		El Salvador	1991	2012
	Male		El Salvador	1992	2016
	Male		El Salvador	1993	2216
	Male		El Salvador	1995	2031
	Male		El Salvador	1996	2544
	Male		El Salvador	1997	2911
	Male		El Salvador	1998	3109
	Male		El Salvador	1999	3162
	Male		El Salvador	2000	3493
	Male		El Salvador	2001	3682
	Male		El Salvador	2002	3764
	Male		El Salvador	2003	3850
	Male		El Salvador	2004	3835
	Male		El Salvador	2005	4059
	Male		El Salvador	2006	4125
	Male		El Salvador	2007	4213
	Male		El Salvador	2008	4098
	Male		El Salvador	2009	4180
	Male		El Salvador	2010	4148
	Female		Estonia	1981	3669
	Female		Estonia	1982	3691
	Female		Estonia	1985	3923
	Female		Estonia	1986	3766
	Female		Estonia	1987	3886
	Female		Estonia	1988	3889
	Female		Estonia	1989	4160
	Female		Estonia	1990	4094
	Female		Estonia	1991	4392
	Female		Estonia	1992	4174
	Female		Estonia	1993	4328
	Female		Estonia	1994	4717
	Female		Estonia	1995	4505
	Female		Estonia	1996	4684
	Female		Estonia	1997	4935
	Female		Estonia	1998	4883
	Female		Estonia	1999	4882
	Female		Estonia	2000	4980
	Female		Estonia	2001	4770
	Female		Estonia	2002	5039
	Female		Estonia	2003	4750
	Female		Estonia	2004	5074
	Female		Estonia	2005	4918
	Female		Estonia	2006	5134
	Female		Estonia	2007	4991
	Female		Estonia	2008	5226
	Female		Estonia	2009	5178
	Female		Estonia	2010	5130
	Male		Estonia	1981	3633
	Male		Estonia	1982	3741
	Male		Estonia	1985	4054
	Male		Estonia	1986	4181
	Male		Estonia	1987	4074
	Male		Estonia	1988	4346
	Male		Estonia	1989	4479
	Male		Estonia	1990	4348
	Male		Estonia	1991	4843
	Male		Estonia	1992	4737
	Male		Estonia	1993	4916
	Male		Estonia	1994	5022
	Male		Estonia	1995	5174
	Male		Estonia	1996	5068
	Male		Estonia	1997	5199
	Male		Estonia	1998	5491
	Male		Estonia	1999	5049
	Male		Estonia	2000	5216
	Male		Estonia	2001	5268
	Male		Estonia	2002	5465
	Male		Estonia	2003	5310
	Male		Estonia	2004	5520
	Male		Estonia	2005	5782
	Male		Estonia	2006	5647
	Male		Estonia	2007	5641
	Male		Estonia	2008	5573
	Male		Estonia	2009	5670
	Male		Estonia	2010	5818
	Female		Finland	1952	8065
	Female		Finland	1953	8169
	Female		Finland	1954	7941
	Female		Finland	1955	8886
	Female		Finland	1956	9241
	Female		Finland	1957	9528
	Female		Finland	1958	9485
	Female		Finland	1959	9505
	Female		Finland	1960	9894
	Female		Finland	1961	9782
	Female		Finland	1962	9410
	Female		Finland	1963	10135
	Female		Finland	1964	10250
	Female		Finland	1965	10020
	Female		Finland	1966	10208
	Female		Finland	1967	10094
	Female		Finland	1968	10550
	Female		Finland	1969	10658
	Female		Finland	1970	10520
	Female		Finland	1971	10894
	Female		Finland	1972	11119
	Female		Finland	1973	11040
	Female		Finland	1974	11297
	Female		Finland	1975	11328
	Female		Finland	1976	11471
	Female		Finland	1977	11902
	Female		Finland	1978	12040
	Female		Finland	1979	12663
	Female		Finland	1980	12372
	Female		Finland	1981	12724
	Female		Finland	1982	13061
	Female		Finland	1983	13619
	Female		Finland	1984	13421
	Female		Finland	1985	13728
	Female		Finland	1986	14076
	Female		Finland	1987	13842
	Female		Finland	1988	13347
	Female		Finland	1989	14378
	Female		Finland	1990	14374
	Female		Finland	1991	14197
	Female		Finland	1992	14503
	Female		Finland	1993	14804
	Female		Finland	1994	14081
	Female		Finland	1995	14612
	Female		Finland	1996	14515
	Female		Finland	1997	15506
	Female		Finland	1998	15199
	Female		Finland	1999	14971
	Female		Finland	2000	15579
	Female		Finland	2001	15272
	Female		Finland	2002	14942
	Female		Finland	2003	15537
	Female		Finland	2004	15252
	Female		Finland	2005	15596
	Female		Finland	2006	15438
	Female		Finland	2007	15752
	Female		Finland	2008	16166
	Female		Finland	2009	15997
	Female		Finland	2010	16680
	Male		Finland	1952	8088
	Male		Finland	1953	8442
	Male		Finland	1954	8363
	Male		Finland	1955	9313
	Male		Finland	1956	9293
	Male		Finland	1957	9746
	Male		Finland	1958	9701
	Male		Finland	1959	9937
	Male		Finland	1960	10332
	Male		Finland	1961	10428
	Male		Finland	1962	10598
	Male		Finland	1963	10714
	Male		Finland	1964	11003
	Male		Finland	1965	10891
	Male		Finland	1966	10993
	Male		Finland	1967	11131
	Male		Finland	1968	11734
	Male		Finland	1969	11799
	Male		Finland	1970	12018
	Male		Finland	1971	12287
	Male		Finland	1972	11945
	Male		Finland	1973	12182
	Male		Finland	1974	12379
	Male		Finland	1975	12325
	Male		Finland	1976	13096
	Male		Finland	1977	12725
	Male		Finland	1978	13346
	Male		Finland	1979	13197
	Male		Finland	1980	13506
	Male		Finland	1981	13497
	Male		Finland	1982	13263
	Male		Finland	1983	13721
	Male		Finland	1984	13743
	Male		Finland	1985	13949
	Male		Finland	1986	13627
	Male		Finland	1987	13741
	Male		Finland	1988	13357
	Male		Finland	1989	14009
	Male		Finland	1990	14010
	Male		Finland	1991	13963
	Male		Finland	1992	14445
	Male		Finland	1993	14518
	Male		Finland	1994	14468
	Male		Finland	1995	14384
	Male		Finland	1996	15421
	Male		Finland	1997	14823
	Male		Finland	1998	15209
	Male		Finland	1999	15517
	Male		Finland	2000	15026
	Male		Finland	2001	15589
	Male		Finland	2002	15498
	Male		Finland	2003	15681
	Male		Finland	2004	16077
	Male		Finland	2005	16036
	Male		Finland	2006	16710
	Male		Finland	2007	16702
	Male		Finland	2008	16642
	Male		Finland	2009	17048
	Male		Finland	2010	17953
	Female		France	1950	94945
	Female		France	1952	99395
	Female		France	1953	99349
	Female		France	1954	100480
	Female		France	1955	121539
	Female		France	1956	122909
	Female		France	1957	124581
	Female		France	1958	126882
	Female		France	1959	129665
	Female		France	1960	130806
	Female		France	1961	129800
	Female		France	1962	133619
	Female		France	1963	136725
	Female		France	1964	137979
	Female		France	1965	138420
	Female		France	1966	140956
	Female		France	1967	141131
	Female		France	1968	144049
	Female		France	1969	142963
	Female		France	1970	141315
	Female		France	1971	143703
	Female		France	1972	147162
	Female		France	1973	147437
	Female		France	1974	150269
	Female		France	1975	151635
	Female		France	1976	151391
	Female		France	1977	150534
	Female		France	1978	151639
	Female		France	1979	153567
	Female		France	1980	154365
	Female		France	1981	156982
	Female		France	1982	157703
	Female		France	1983	159751
	Female		France	1984	160820
	Female		France	1985	159814
	Female		France	1986	161479
	Female		France	1987	163980
	Female		France	1988	166567
	Female		France	1989	168457
	Female		France	1990	167152
	Female		France	1991	168678
	Female		France	1992	171050
	Female		France	1993	173690
	Female		France	1994	171544
	Female		France	1995	174367
	Female		France	1996	175366
	Female		France	1997	173912
	Female		France	1998	174364
	Female		France	1999	177275
	Female		France	2000	176404
	Female		France	2001	177615
	Female		France	2002	180578
	Female		France	2003	182284
	Female		France	2004	181486
	Female		France	2005	184960
	Female		France	2006	185748
	Female		France	2007	185799
	Female		France	2008	191910
	Female		France	2009	193365
	Female		France	2010	194354
	Male		France	1950	101383
	Male		France	1952	106582
	Male		France	1953	107809
	Male		France	1954	109234
	Male		France	1955	123321
	Male		France	1956	127910
	Male		France	1957	132605
	Male		France	1958	137641
	Male		France	1959	139921
	Male		France	1960	145799
	Male		France	1961	150234
	Male		France	1962	154358
	Male		France	1963	161797
	Male		France	1964	164821
	Male		France	1965	167544
	Male		France	1966	172754
	Male		France	1967	176211
	Male		France	1968	181818
	Male		France	1969	183579
	Male		France	1970	182159
	Male		France	1971	188580
	Male		France	1972	194989
	Male		France	1973	197179
	Male		France	1974	205607
	Male		France	1975	208760
	Male		France	1976	215010
	Male		France	1977	216446
	Male		France	1978	219908
	Male		France	1979	222551
	Male		France	1980	224673
	Male		France	1981	228329
	Male		France	1982	228998
	Male		France	1983	231510
	Male		France	1984	236217
	Male		France	1985	238935
	Male		France	1986	240708
	Male		France	1987	244416
	Male		France	1988	246419
	Male		France	1989	248595
	Male		France	1990	248313
	Male		France	1991	250717
	Male		France	1992	252728
	Male		France	1993	254974
	Male		France	1994	250988
	Male		France	1995	253202
	Male		France	1996	255095
	Male		France	1997	253547
	Male		France	1998	255315
	Male		France	1999	254952
	Male		France	2000	253356
	Male		France	2001	254388
	Male		France	2002	256080
	Male		France	2003	256780
	Male		France	2004	255416
	Male		France	2005	258002
	Male		France	2006	257269
	Male		France	2007	258264
	Male		France	2008	258780
	Male		France	2009	261506
	Male		France	2010	261927
	Female		Georgia	1981	6559
	Female		Georgia	1982	6575
	Female		Georgia	1985	6828
	Female		Georgia	1986	7166
	Female		Georgia	1987	7122
	Female		Georgia	1988	7547
	Female		Georgia	1989	6988
	Female		Georgia	1990	7157
	Female		Georgia	1991	6772
	Female		Georgia	1992	6284
	Female		Georgia	1994	4775
	Female		Georgia	1995	4602
	Female		Georgia	1996	4453
	Female		Georgia	1997	5055
	Female		Georgia	1998	6225
	Female		Georgia	1999	6365
	Female		Georgia	2000	6502
	Female		Georgia	2001	6615
	Female		Georgia	2004	8127
	Female		Georgia	2005	5858
	Female		Georgia	2006	5727
	Female		Georgia	2007	5242
	Female		Georgia	2009	6834
	Female		Georgia	2010	3668
	Male		Georgia	1981	5920
	Male		Georgia	1982	6296
	Male		Georgia	1985	6807
	Male		Georgia	1986	7128
	Male		Georgia	1987	7325
	Male		Georgia	1988	7132
	Male		Georgia	1989	7408
	Male		Georgia	1990	7491
	Male		Georgia	1991	7435
	Male		Georgia	1992	6027
	Male		Georgia	1994	4854
	Male		Georgia	1995	4417
	Male		Georgia	1996	4627
	Male		Georgia	1997	4657
	Male		Georgia	1998	6615
	Male		Georgia	1999	6603
	Male		Georgia	2000	6791
	Male		Georgia	2001	6291
	Male		Georgia	2004	8142
	Male		Georgia	2005	6376
	Male		Georgia	2006	6688
	Male		Georgia	2007	6542
	Male		Georgia	2009	7506
	Male		Georgia	2010	4176
	Female		Germany	1973	239637
	Female		Germany	1974	242383
	Female		Germany	1975	245597
	Female		Germany	1976	295175
	Female		Germany	1977	246070
	Female		Germany	1978	248653
	Female		Germany	1980	290341
	Female		Germany	1981	291710
	Female		Germany	1982	293583
	Female		Germany	1983	316047
	Female		Germany	1984	313269
	Female		Germany	1985	317634
	Female		Germany	1986	310739
	Female		Germany	1987	314128
	Female		Germany	1988	317886
	Female		Germany	1989	319220
	Female		Germany	1990	324965
	Female		Germany	1991	334369
	Female		Germany	1992	337242
	Female		Germany	1993	337163
	Female		Germany	1994	334469
	Female		Germany	1995	332669
	Female		Germany	1996	331423
	Female		Germany	1997	324913
	Female		Germany	1998	327892
	Female		Germany	1999	324396
	Female		Germany	2000	318534
	Female		Germany	2001	312547
	Female		Germany	2002	314965
	Female		Germany	2003	309189
	Female		Germany	2004	306684
	Female		Germany	2005	308692
	Female		Germany	2006	305702
	Female		Germany	2007	303263
	Female		Germany	2008	306641
	Female		Germany	2009	304232
	Female		Germany	2010	308003
	Male		Germany	1973	235299
	Male		Germany	1974	237243
	Male		Germany	1975	242497
	Male		Germany	1976	274068
	Male		Germany	1977	242735
	Male		Germany	1978	243693
	Male		Germany	1980	271958
	Male		Germany	1981	272934
	Male		Germany	1982	274009
	Male		Germany	1983	285977
	Male		Germany	1984	283356
	Male		Germany	1985	288269
	Male		Germany	1986	284583
	Male		Germany	1987	289949
	Male		Germany	1988	296857
	Male		Germany	1989	300146
	Male		Germany	1990	303360
	Male		Germany	1991	311095
	Male		Germany	1992	316724
	Male		Germany	1993	319539
	Male		Germany	1994	318273
	Male		Germany	1995	321112
	Male		Germany	1996	323185
	Male		Germany	1997	320347
	Male		Germany	1998	323814
	Male		Germany	1999	322353
	Male		Germany	2000	325648
	Male		Germany	2001	322661
	Male		Germany	2002	328281
	Male		Germany	2003	330450
	Male		Germany	2004	329907
	Male		Germany	2005	333040
	Male		Germany	2006	334771
	Male		Germany	2007	335362
	Male		Germany	2008	343891
	Male		Germany	2009	345075
	Male		Germany	2010	349472
	Female		Greece	1961	9162
	Female		Greece	1962	9458
	Female		Greece	1963	9623
	Female		Greece	1964	10071
	Female		Greece	1965	10377
	Female		Greece	1966	11531
	Female		Greece	1967	12008
	Female		Greece	1968	12599
	Female		Greece	1969	12802
	Female		Greece	1970	13025
	Female		Greece	1971	13481
	Female		Greece	1972	14330
	Female		Greece	1973	14171
	Female		Greece	1974	14951
	Female		Greece	1975	15716
	Female		Greece	1976	17171
	Female		Greece	1977	17401
	Female		Greece	1978	17856
	Female		Greece	1979	17748
	Female		Greece	1980	18425
	Female		Greece	1981	18265
	Female		Greece	1982	18758
	Female		Greece	1983	18932
	Female		Greece	1984	19453
	Female		Greece	1985	20045
	Female		Greece	1986	20156
	Female		Greece	1987	20411
	Female		Greece	1988	20793
	Female		Greece	1989	21255
	Female		Greece	1990	21113
	Female		Greece	1991	21568
	Female		Greece	1992	22493
	Female		Greece	1993	23092
	Female		Greece	1994	23911
	Female		Greece	1995	23995
	Female		Greece	1996	24913
	Female		Greece	1997	25138
	Female		Greece	1998	25253
	Female		Greece	1999	26764
	Female		Greece	2000	26546
	Female		Greece	2001	27524
	Female		Greece	2002	28057
	Female		Greece	2003	27862
	Female		Greece	2004	28687
	Female		Greece	2005	29031
	Female		Greece	2006	29242
	Female		Greece	2007	30940
	Female		Greece	2008	31500
	Female		Greece	2009	30949
	Female		Greece	2010	31788
	Male		Greece	1961	12082
	Male		Greece	1962	12531
	Male		Greece	1963	13234
	Male		Greece	1964	13733
	Male		Greece	1965	13914
	Male		Greece	1966	15836
	Male		Greece	1967	16424
	Male		Greece	1968	16650
	Male		Greece	1969	17440
	Male		Greece	1970	18085
	Male		Greece	1971	18467
	Male		Greece	1972	19550
	Male		Greece	1973	20153
	Male		Greece	1974	21410
	Male		Greece	1975	22267
	Male		Greece	1976	23665
	Male		Greece	1977	24348
	Male		Greece	1978	24874
	Male		Greece	1979	25849
	Male		Greece	1980	25165
	Male		Greece	1981	26277
	Male		Greece	1982	27077
	Male		Greece	1983	28012
	Male		Greece	1984	27758
	Male		Greece	1985	28664
	Male		Greece	1986	29075
	Male		Greece	1987	29574
	Male		Greece	1988	30394
	Male		Greece	1989	30440
	Male		Greece	1990	31468
	Male		Greece	1991	32326
	Male		Greece	1992	33291
	Male		Greece	1993	33981
	Male		Greece	1994	34903
	Male		Greece	1995	36243
	Male		Greece	1996	36184
	Male		Greece	1997	36804
	Male		Greece	1998	36657
	Male		Greece	1999	39058
	Male		Greece	2000	39211
	Male		Greece	2001	40275
	Male		Greece	2002	39800
	Male		Greece	2003	41316
	Male		Greece	2004	42553
	Male		Greece	2005	43256
	Male		Greece	2006	42582
	Male		Greece	2007	44625
	Male		Greece	2008	45200
	Male		Greece	2009	45955
	Male		Greece	2010	44755
	Female		Guatemala	1963	1612
	Female		Guatemala	1964	1663
	Female		Guatemala	1965	1501
	Female		Guatemala	1966	1558
	Female		Guatemala	1967	1856
	Female		Guatemala	1968	1700
	Female		Guatemala	1969	1824
	Female		Guatemala	1970	1798
	Female		Guatemala	1971	1869
	Female		Guatemala	1974	2183
	Female		Guatemala	1975	2460
	Female		Guatemala	1976	2247
	Female		Guatemala	1977	2068
	Female		Guatemala	1978	2588
	Female		Guatemala	1979	3125
	Female		Guatemala	1980	2788
	Female		Guatemala	1981	2960
	Female		Guatemala	1984	3652
	Female		Guatemala	1986	3069
	Female		Guatemala	1987	3180
	Female		Guatemala	1988	3622
	Female		Guatemala	1989	3685
	Female		Guatemala	1990	3713
	Female		Guatemala	1991	3801
	Female		Guatemala	1992	4094
	Female		Guatemala	1993	4580
	Female		Guatemala	1994	6243
	Female		Guatemala	1995	5969
	Female		Guatemala	1996	5664
	Female		Guatemala	1997	6532
	Female		Guatemala	1998	7006
	Female		Guatemala	1999	7203
	Female		Guatemala	2000	7967
	Female		Guatemala	2001	7777
	Female		Guatemala	2002	8788
	Female		Guatemala	2003	9195
	Female		Guatemala	2004	9579
	Female		Guatemala	2005	9996
	Female		Guatemala	2006	10966
	Female		Guatemala	2007	10911
	Female		Guatemala	2008	11124
	Female		Guatemala	2009	11676
	Female		Guatemala	2010	12091
	Male		Guatemala	1963	1240
	Male		Guatemala	1964	1244
	Male		Guatemala	1965	1175
	Male		Guatemala	1966	1348
	Male		Guatemala	1967	1323
	Male		Guatemala	1968	1355
	Male		Guatemala	1969	1480
	Male		Guatemala	1970	1336
	Male		Guatemala	1971	1640
	Male		Guatemala	1974	1698
	Male		Guatemala	1975	1752
	Male		Guatemala	1976	1759
	Male		Guatemala	1977	1835
	Male		Guatemala	1978	2106
	Male		Guatemala	1979	2152
	Male		Guatemala	1980	2100
	Male		Guatemala	1981	2309
	Male		Guatemala	1984	2344
	Male		Guatemala	1986	2371
	Male		Guatemala	1987	2537
	Male		Guatemala	1988	2734
	Male		Guatemala	1989	2636
	Male		Guatemala	1990	2654
	Male		Guatemala	1991	3047
	Male		Guatemala	1992	3047
	Male		Guatemala	1993	3346
	Male		Guatemala	1994	4562
	Male		Guatemala	1995	4784
	Male		Guatemala	1996	4090
	Male		Guatemala	1997	5136
	Male		Guatemala	1998	5520
	Male		Guatemala	1999	5740
	Male		Guatemala	2000	6511
	Male		Guatemala	2001	6677
	Male		Guatemala	2002	7162
	Male		Guatemala	2003	7268
	Male		Guatemala	2004	7906
	Male		Guatemala	2005	8576
	Male		Guatemala	2006	8902
	Male		Guatemala	2007	9037
	Male		Guatemala	2008	9199
	Male		Guatemala	2009	9535
	Male		Guatemala	2010	9365
	Female		Hungary	1955	18498
	Female		Hungary	1956	19248
	Female		Hungary	1957	20126
	Female		Hungary	1958	20417
	Female		Hungary	1959	20976
	Female		Hungary	1960	21806
	Female		Hungary	1961	21811
	Female		Hungary	1962	22332
	Female		Hungary	1963	22511
	Female		Hungary	1964	23408
	Female		Hungary	1965	24065
	Female		Hungary	1966	24484
	Female		Hungary	1967	25120
	Female		Hungary	1968	25796
	Female		Hungary	1969	26119
	Female		Hungary	1970	32424
	Female		Hungary	1971	33631
	Female		Hungary	1972	34344
	Female		Hungary	1973	35097
	Female		Hungary	1974	36345
	Female		Hungary	1975	36876
	Female		Hungary	1976	37313
	Female		Hungary	1977	37273
	Female		Hungary	1978	38862
	Female		Hungary	1979	39030
	Female		Hungary	1980	40368
	Female		Hungary	1981	40600
	Female		Hungary	1982	41553
	Female		Hungary	1983	41170
	Female		Hungary	1984	40945
	Female		Hungary	1985	41184
	Female		Hungary	1986	41894
	Female		Hungary	1987	43048
	Female		Hungary	1988	42790
	Female		Hungary	1989	43165
	Female		Hungary	1990	43325
	Female		Hungary	1991	43659
	Female		Hungary	1992	45202
	Female		Hungary	1993	45467
	Female		Hungary	1994	45819
	Female		Hungary	1995	46220
	Female		Hungary	1996	46464
	Female		Hungary	1997	46227
	Female		Hungary	1998	46632
	Female		Hungary	1999	47236
	Female		Hungary	2000	46707
	Female		Hungary	2001	46385
	Female		Hungary	2002	45479
	Female		Hungary	2003	46791
	Female		Hungary	2004	46453
	Female		Hungary	2005	42423
	Female		Hungary	2006	43022
	Female		Hungary	2007	43569
	Female		Hungary	2008	44390
	Female		Hungary	2009	44710
	Female		Hungary	2010	44954
	Male		Hungary	1955	18270
	Male		Hungary	1956	19904
	Male		Hungary	1957	20188
	Male		Hungary	1958	21242
	Male		Hungary	1959	22717
	Male		Hungary	1960	22511
	Male		Hungary	1961	23500
	Male		Hungary	1962	24283
	Male		Hungary	1963	24479
	Male		Hungary	1964	25636
	Male		Hungary	1965	26568
	Male		Hungary	1966	27873
	Male		Hungary	1967	28525
	Male		Hungary	1968	28805
	Male		Hungary	1969	29987
	Male		Hungary	1970	34683
	Male		Hungary	1971	36470
	Male		Hungary	1972	36481
	Male		Hungary	1973	37154
	Male		Hungary	1974	39609
	Male		Hungary	1975	40516
	Male		Hungary	1976	40173
	Male		Hungary	1977	41591
	Male		Hungary	1978	43192
	Male		Hungary	1979	44645
	Male		Hungary	1980	45484
	Male		Hungary	1981	46342
	Male		Hungary	1982	46394
	Male		Hungary	1983	47245
	Male		Hungary	1984	47664
	Male		Hungary	1985	47595
	Male		Hungary	1986	49536
	Male		Hungary	1987	49797
	Male		Hungary	1988	50246
	Male		Hungary	1989	51860
	Male		Hungary	1990	52658
	Male		Hungary	1991	54015
	Male		Hungary	1992	55423
	Male		Hungary	1993	54575
	Male		Hungary	1994	56046
	Male		Hungary	1995	56128
	Male		Hungary	1996	57315
	Male		Hungary	1997	57805
	Male		Hungary	1998	57971
	Male		Hungary	1999	58173
	Male		Hungary	2000	57157
	Male		Hungary	2001	57572
	Male		Hungary	2002	57298
	Male		Hungary	2003	57973
	Male		Hungary	2004	57693
	Male		Hungary	2005	52273
	Male		Hungary	2006	53786
	Male		Hungary	2007	54256
	Male		Hungary	2008	54572
	Male		Hungary	2009	55663
	Male		Hungary	2010	55004
	Female		Iceland	1951	319
	Female		Iceland	1952	277
	Female		Iceland	1953	270
	Female		Iceland	1954	242
	Female		Iceland	1955	273
	Female		Iceland	1956	300
	Female		Iceland	1957	269
	Female		Iceland	1958	248
	Female		Iceland	1959	306
	Female		Iceland	1960	411
	Female		Iceland	1961	318
	Female		Iceland	1962	411
	Female		Iceland	1963	357
	Female		Iceland	1964	333
	Female		Iceland	1965	352
	Female		Iceland	1966	399
	Female		Iceland	1967	381
	Female		Iceland	1968	403
	Female		Iceland	1969	397
	Female		Iceland	1970	309
	Female		Iceland	1971	481
	Female		Iceland	1972	497
	Female		Iceland	1973	414
	Female		Iceland	1974	495
	Female		Iceland	1975	473
	Female		Iceland	1976	443
	Female		Iceland	1977	471
	Female		Iceland	1978	490
	Female		Iceland	1979	474
	Female		Iceland	1980	475
	Female		Iceland	1981	537
	Female		Iceland	1982	572
	Female		Iceland	1983	546
	Female		Iceland	1984	605
	Female		Iceland	1985	529
	Female		Iceland	1986	536
	Female		Iceland	1987	679
	Female		Iceland	1988	626
	Female		Iceland	1989	603
	Female		Iceland	1990	633
	Female		Iceland	1991	576
	Female		Iceland	1992	591
	Female		Iceland	1993	724
	Female		Iceland	1994	654
	Female		Iceland	1995	723
	Female		Iceland	1996	739
	Female		Iceland	1997	702
	Female		Iceland	1998	749
	Female		Iceland	1999	735
	Female		Iceland	2000	748
	Female		Iceland	2001	622
	Female		Iceland	2002	718
	Female		Iceland	2003	761
	Female		Iceland	2004	714
	Female		Iceland	2005	659
	Female		Iceland	2006	646
	Female		Iceland	2007	818
	Female		Iceland	2008	804
	Female		Iceland	2009	730
	Male		Iceland	1951	276
	Male		Iceland	1952	330
	Male		Iceland	1953	319
	Male		Iceland	1954	296
	Male		Iceland	1955	303
	Male		Iceland	1956	245
	Male		Iceland	1957	377
	Male		Iceland	1958	314
	Male		Iceland	1959	386
	Male		Iceland	1960	367
	Male		Iceland	1961	383
	Male		Iceland	1962	343
	Male		Iceland	1963	334
	Male		Iceland	1964	367
	Male		Iceland	1965	320
	Male		Iceland	1966	355
	Male		Iceland	1967	402
	Male		Iceland	1968	376
	Male		Iceland	1969	388
	Male		Iceland	1970	402
	Male		Iceland	1971	446
	Male		Iceland	1972	482
	Male		Iceland	1973	440
	Male		Iceland	1974	491
	Male		Iceland	1975	505
	Male		Iceland	1976	471
	Male		Iceland	1977	523
	Male		Iceland	1978	420
	Male		Iceland	1979	486
	Male		Iceland	1980	536
	Male		Iceland	1981	566
	Male		Iceland	1982	617
	Male		Iceland	1983	641
	Male		Iceland	1984	595
	Male		Iceland	1985	640
	Male		Iceland	1986	567
	Male		Iceland	1987	641
	Male		Iceland	1988	718
	Male		Iceland	1989	738
	Male		Iceland	1990	713
	Male		Iceland	1991	732
	Male		Iceland	1992	651
	Male		Iceland	1993	619
	Male		Iceland	1994	667
	Male		Iceland	1995	697
	Male		Iceland	1996	856
	Male		Iceland	1997	876
	Male		Iceland	1998	753
	Male		Iceland	1999	833
	Male		Iceland	2000	734
	Male		Iceland	2001	846
	Male		Iceland	2002	811
	Male		Iceland	2003	723
	Male		Iceland	2004	785
	Male		Iceland	2005	839
	Male		Iceland	2006	814
	Male		Iceland	2007	854
	Male		Iceland	2008	824
	Male		Iceland	2009	947
	Female		Ireland	1950	5470
	Female		Ireland	1951	5535
	Female		Ireland	1952	5372
	Female		Ireland	1953	5504
	Female		Ireland	1954	5866
	Female		Ireland	1955	6720
	Female		Ireland	1956	6630
	Female		Ireland	1957	7043
	Female		Ireland	1958	7024
	Female		Ireland	1959	6891
	Female		Ireland	1960	7039
	Female		Ireland	1961	6715
	Female		Ireland	1962	6927
	Female		Ireland	1963	7245
	Female		Ireland	1964	7267
	Female		Ireland	1965	7103
	Female		Ireland	1966	7558
	Female		Ireland	1967	7488
	Female		Ireland	1968	7925
	Female		Ireland	1969	8247
	Female		Ireland	1970	8340
	Female		Ireland	1971	8344
	Female		Ireland	1972	8426
	Female		Ireland	1973	8532
	Female		Ireland	1974	8972
	Female		Ireland	1975	9159
	Female		Ireland	1976	8912
	Female		Ireland	1977	8747
	Female		Ireland	1978	8906
	Female		Ireland	1979	8778
	Female		Ireland	1980	9149
	Female		Ireland	1981	8767
	Female		Ireland	1982	9143
	Female		Ireland	1983	9227
	Female		Ireland	1984	9664
	Female		Ireland	1985	9220
	Female		Ireland	1986	9766
	Female		Ireland	1987	9937
	Female		Ireland	1988	10201
	Female		Ireland	1989	10700
	Female		Ireland	1990	9960
	Female		Ireland	1991	10192
	Female		Ireland	1992	10596
	Female		Ireland	1993	10442
	Female		Ireland	1994	10513
	Female		Ireland	1995	10419
	Female		Ireland	1996	10373
	Female		Ireland	1997	10694
	Female		Ireland	1998	10335
	Female		Ireland	1999	10585
	Female		Ireland	2000	10816
	Female		Ireland	2001	10771
	Female		Ireland	2002	10431
	Female		Ireland	2003	10912
	Female		Ireland	2004	11013
	Female		Ireland	2005	11234
	Female		Ireland	2006	11591
	Female		Ireland	2007	11184
	Female		Ireland	2008	11793
	Female		Ireland	2009	11349
	Female		Ireland	2010	11403
	Male		Ireland	1950	6463
	Male		Ireland	1951	6931
	Male		Ireland	1952	6814
	Male		Ireland	1953	6951
	Male		Ireland	1954	6997
	Male		Ireland	1955	8230
	Male		Ireland	1956	7800
	Male		Ireland	1957	8064
	Male		Ireland	1958	7741
	Male		Ireland	1959	8114
	Male		Ireland	1960	7829
	Male		Ireland	1961	7915
	Male		Ireland	1962	8245
	Male		Ireland	1963	8095
	Male		Ireland	1964	8106
	Male		Ireland	1965	8452
	Male		Ireland	1966	8535
	Male		Ireland	1967	8236
	Male		Ireland	1968	8622
	Male		Ireland	1969	9157
	Male		Ireland	1970	8966
	Male		Ireland	1971	9386
	Male		Ireland	1972	9549
	Male		Ireland	1973	9524
	Male		Ireland	1974	9649
	Male		Ireland	1975	9976
	Male		Ireland	1976	10474
	Male		Ireland	1977	10090
	Male		Ireland	1978	10216
	Male		Ireland	1979	10008
	Male		Ireland	1980	10195
	Male		Ireland	1981	10230
	Male		Ireland	1982	10241
	Male		Ireland	1983	10371
	Male		Ireland	1984	10486
	Male		Ireland	1985	10992
	Male		Ireland	1986	11036
	Male		Ireland	1987	11323
	Male		Ireland	1988	11572
	Male		Ireland	1989	11515
	Male		Ireland	1990	11355
	Male		Ireland	1991	11533
	Male		Ireland	1992	12017
	Male		Ireland	1993	12331
	Male		Ireland	1994	11746
	Male		Ireland	1995	12140
	Male		Ireland	1996	11799
	Male		Ireland	1997	11992
	Male		Ireland	1998	11914
	Male		Ireland	1999	12181
	Male		Ireland	2000	12088
	Male		Ireland	2001	12147
	Male		Ireland	2002	12112
	Male		Ireland	2003	11927
	Male		Ireland	2004	12547
	Male		Ireland	2005	12110
	Male		Ireland	2006	12928
	Male		Ireland	2007	12618
	Male		Ireland	2008	13020
	Male		Ireland	2009	13887
